data(p149):a2(A,2):-0.3271161170993295 
data(p238):a4(A,u):-0.08027639985762566 
data(p238):a5(A,g):-0.048769250104874345 
data(p238):a6(A,aa):-0.038078314295401476 
data(p238):a7(A,v):0.0795179166322293 
data(p238):a9(A,t):1.5701984100239808 
data(p238):a10(A,t):-0.3162994695506115 
data(p238):a12(A,f):0.12905217689394738 
data(p238):a13(A,g):-0.05933425152450999 
data(p428):a2(A,2):-0.9146046952804494 
data(p428):a3(A,0):1.5968825299004747 
data(p428):a8(A,0):0.23704951997995224 
data(p428):a11(A,0):-0.3882706806076043 
data(p428):a14(A,1):-0.9121079012214124 
data(p428):a15(A,0):-0.6023214868540492 
data(p428):a1(A,b):0.6259413384775296 
data(p428):a4(A,u):-0.22313078601373867 
data(p428):a5(A,g):-0.2002083977440059 
data(p428):a6(A,e):0.06121691621331223 
data(p428):a7(A,v):0.3619860934178696 
data(p428):a9(A,f):-2.610212678198219 
data(p428):a10(A,f):-0.14470447680588117 
data(p428):a12(A,f):0.3305405533592037 
data(p428):a13(A,g):-0.054041092596739115 
data(p59):a2(A,2):-1.0632745938583228 
data(p59):a3(A,2):0.15038039407645887 
data(p59):a8(A,3):1.7240371926559872 
data(p59):a11(A,0):-0.3323832424057949 
data(p59):a14(A,3):0.22711315961780892 
data(p59):a15(A,0):-0.7508534527665539 
data(p59):a1(A,b):0.5336611789846938 
data(p59):a4(A,u):-0.4837981752968509 
data(p59):a5(A,g):-0.21352699960135546 
data(p59):a6(A,x):1.414331354689556 
data(p59):a7(A,h):1.267475823143438 
data(p59):a9(A,f):-1.8846638791480081 
data(p59):a10(A,f):-0.12529935622574773 
data(p59):a12(A,t):0.12527380090092624 
data(p59):a13(A,s):0.127814296355029 
data(p233):a2(A,2):-0.3672626354695524 
data(p233):a3(A,1):-0.26036233511073387 
data(p233):a8(A,3):2.777927585495419 
data(p233):a11(A,1):1.3175563894636104 
data(p233):a14(A,2):-0.16539909809236594 
data(p233):a15(A,2):1.7533848451310048 
data(p233):a1(A,b):0.5966152875827138 
data(p233):a4(A,u):-0.1604389863981181 
data(p233):a5(A,g):-0.14597514814963006 
data(p233):a6(A,x):1.0988932414889574 
data(p233):a7(A,h):1.1383105037071968 
data(p233):a9(A,t):1.4318405745006657 
data(p233):a10(A,t):0.005371042678254033 
data(p233):a12(A,t):-0.30912496436584835 
data(p233):a13(A,g):-0.117605336536241 
data(p629):a2(A,2):-1.528680615824674 
data(p629):a3(A,3):-0.8731737470774518 
data(p629):a8(A,1):-2.387414119535984 
data(p629):a11(A,0):-0.4125488874069095 
data(p629):a14(A,2):-0.6029957010164736 
data(p629):a15(A,0):-0.7803312679026608 
data(p629):a1(A,b):0.33741299477357933 
data(p629):a4(A,u):-0.2542134533582966 
data(p629):a5(A,g):-0.1742665574798831 
data(p629):a6(A,d):0.01757566880376124 
data(p629):a7(A,h):0.9079963527109605 
data(p629):a9(A,f):-2.2394054104351744 
data(p629):a10(A,f):-0.19580630778600708 
data(p629):a12(A,f):0.5683802970670445 
data(p629):a13(A,g):-0.20955049040542661 
data(p564):a2(A,1):0.8516776488487919 
data(p564):a3(A,3):-0.43498192265196933 
data(p564):a8(A,2):0.16946035465448098 
data(p564):a11(A,0):-0.31350506870541406 
data(p564):a14(A,1):-0.30287108929802853 
data(p564):a15(A,0):-0.8231834222645008 
data(p564):a1(A,b):0.5819812013169727 
data(p564):a4(A,u):-0.23136050693028964 
data(p564):a5(A,g):-0.16145007541227208 
data(p564):a6(A,q):0.9568588784016808 
data(p564):a7(A,h):1.1793145634083082 
data(p564):a9(A,t):1.2403217121259484 
data(p564):a10(A,f):-0.034784980781400486 
data(p564):a12(A,t):0.23953594631016878 
data(p564):a13(A,g):-0.15697459961888102 
data(p204):a2(A,0):-0.6624731254382565 
data(p204):a3(A,3):0.28612272609584016 
data(p204):a8(A,1):-1.445645858242831 
data(p204):a11(A,0):-0.28332123212520527 
data(p204):a14(A,0):2.627701378960395 
data(p204):a15(A,0):0.05555613415078947 
data(p204):a1(A,a):1.4024160921012592 
data(p204):a4(A,u):-0.2856909474227939 
data(p204):a5(A,g):-0.1527453519717313 
data(p204):a6(A,q):-0.8540935667766926 
data(p204):a7(A,v):-0.1692251720054819 
data(p204):a9(A,t):1.577616200750732 
data(p204):a10(A,t):-0.5271675190316736 
data(p204):a12(A,t):0.10480975667197501 
data(p204):a13(A,g):-0.10196667065139423 
data(p458):a2(A,2):-0.6001416216807515 
data(p458):a3(A,0):1.9551945397551422 
data(p458):a8(A,0):-0.25528264418374896 
data(p458):a11(A,0):-0.3511720912434515 
data(p458):a14(A,2):-1.1308050175626163 
data(p458):a15(A,0):-0.583531761144787 
data(p458):a1(A,b):0.4127781923600177 
data(p458):a4(A,y):-1.4569576917234024 
data(p458):a5(A,p):-0.615375653759605 
data(p458):a6(A,c):1.008615293409995 
data(p458):a7(A,v):0.24614630131734727 
data(p458):a9(A,f):-1.9613742361720374 
data(p458):a10(A,f):-0.393151571732116 
data(p458):a12(A,f):-0.23370626847014103 
data(p458):a13(A,g):-0.168063307569725 
data(p285):a2(A,1):0.8985176644130536 
data(p285):a3(A,3):-1.255935239517742 
data(p285):a8(A,0):-0.26584232740723523 
data(p285):a11(A,0):-0.4512354326765846 
data(p285):a14(A,0):0.3986050722513223 
data(p285):a15(A,2):-0.3590905659373405 
data(p285):a1(A,b):0.3814160441806434 
data(p285):a4(A,u):-0.2582112678744825 
data(p285):a5(A,g):-0.13567877674754633 
data(p285):a6(A,c):0.8489739907450821 
data(p285):a7(A,v):0.364073952240931 
data(p285):a9(A,f):-3.9150137895912698 
data(p285):a10(A,t):-0.47535602005266614 
data(p285):a12(A,f):-0.10953426508187081 
data(p285):a13(A,g):-0.11907685839622346 
data(p376):a2(A,0):-0.14274449069727546 
data(p376):a3(A,0):0.8186730659469066 
data(p376):a8(A,1):-1.5507304688987384 
data(p376):a11(A,0):-0.2884572565163882 
data(p376):a14(A,2):-0.7304215275829321 
data(p376):a15(A,0):-0.47167022776847634 
data(p376):a1(A,a):1.6617017164753398 
data(p376):a4(A,y):-1.1906028760357512 
data(p376):a5(A,p):-0.5856346021439786 
data(p376):a6(A,e):0.1220166033261175 
data(p376):a7(A,dd):0.0 
data(p376):a9(A,f):-1.8412671774943632 
data(p376):a10(A,f):-0.3815378945680675 
data(p376):a12(A,f):0.714961081801391 
data(p376):a13(A,g):-0.22772214919064981 
data(p3):a2(A,1):-0.15937184210851513 
data(p3):a3(A,0):0.6673052625076864 
data(p3):a8(A,2):0.8534457519629857 
data(p3):a11(A,0):-0.23993651094570742 
data(p3):a14(A,3):0.6206126605017247 
data(p3):a15(A,2):2.0288552721174993 
data(p3):a1(A,a):0.6124387297352014 
data(p3):a4(A,u):-0.30569319523064264 
data(p3):a5(A,g):-0.2318832727399701 
data(p3):a6(A,q):0.36579709948327976 
data(p3):a7(A,h):0.760409300500576 
data(p3):a9(A,t):1.1216793226126056 
data(p3):a10(A,f):-0.40568778153200147 
data(p3):a12(A,f):0.434397558664104 
data(p3):a13(A,g):-0.12342224425874333 
data(p613):a2(A,0):-0.6808588964516201 
data(p613):a3(A,0):1.0655299720226818 
data(p613):a8(A,1):-1.954982169706699 
data(p613):a11(A,0):-0.34722429611484174 
data(p613):a14(A,3):0.5042370343511484 
data(p613):a15(A,1):0.8635250026205887 
data(p613):a1(A,b):0.5443928781565972 
data(p613):a4(A,u):-0.2493230701943838 
data(p613):a5(A,g):-0.09610790251471611 
data(p613):a6(A,w):2.0948195720098655 
data(p613):a7(A,v):-0.3641154768471189 
data(p613):a9(A,f):-3.213531889855897 
data(p613):a10(A,t):-0.7544728469050874 
data(p613):a12(A,f):0.4816982993887488 
data(p613):a13(A,g):-0.07641185719444198 
data(p218):a2(A,3):-0.46528353068724587 
data(p218):a3(A,3):-0.8500123175062638 
data(p218):a8(A,3):3.201894987005419 
data(p218):a11(A,1):1.3444054836848247 
data(p218):a14(A,0):0.5740618068276369 
data(p218):a15(A,2):0.6183940827058066 
data(p218):a1(A,b):0.2921513321487888 
data(p218):a4(A,u):-0.03615570122197752 
data(p218):a5(A,g):-0.11413087470715386 
data(p218):a6(A,ff):-0.3009690268295425 
data(p218):a7(A,ff):-0.32581494429297475 
data(p218):a9(A,t):1.7602889880468329 
data(p218):a10(A,t):0.07396708918851187 
data(p218):a12(A,f):0.22860720852511798 
data(p218):a13(A,g):-0.08143339056994109 
data(p47):a2(A,3):0.03532815041384245 
data(p47):a3(A,1):-0.6865215394877098 
data(p47):a8(A,0):0.6736158063527848 
data(p47):a11(A,1):0.9526763872765898 
data(p47):a14(A,3):1.0720764227816322 
data(p47):a15(A,2):1.0609878175604506 
data(p47):a1(A,a):1.1878859853915213 
data(p47):a4(A,y):-0.78612939937508 
data(p47):a5(A,p):-0.6006432036102453 
data(p47):a6(A,q):-0.5719153535708015 
data(p47):a7(A,h):0.5923747817489106 
data(p47):a9(A,t):1.5381172777224852 
data(p47):a10(A,t):-0.28381054247797516 
data(p47):a12(A,t):0.21860192155287403 
data(p47):a13(A,g):-0.17038183646883515 
data(p662):a2(A,2):-1.1478617689067758 
data(p662):a3(A,2):-0.5409834321637255 
data(p662):a8(A,0):-0.03191377950041155 
data(p662):a11(A,0):-0.45076647688826654 
data(p662):a14(A,2):-1.074563248892724 
data(p662):a15(A,0):-0.6030228426352082 
data(p662):a1(A,b):0.4259763303173835 
data(p662):a4(A,u):-0.2443794786673099 
data(p662):a5(A,g):-0.16806895020673943 
data(p662):a6(A,c):0.4293247063061151 
data(p662):a7(A,v):0.5627127048063719 
data(p662):a9(A,f):-2.7846142455467437 
data(p662):a10(A,f):-0.18534368379310787 
data(p662):a12(A,f):0.22097422383161325 
data(p662):a13(A,g):-0.17933003191608005 
data(p226):a2(A,1):2.12959100388432 
data(p226):a3(A,2):1.248543972843512 
data(p226):a8(A,1):-1.8672677492375895 
data(p226):a11(A,0):-0.45528223756185277 
data(p226):a14(A,1):-0.35419765427435296 
data(p226):a15(A,0):-0.591163468715834 
data(p226):a1(A,b):0.5537031912738182 
data(p226):a4(A,u):-0.3422106261866599 
data(p226):a5(A,g):-0.17726714962305942 
data(p226):a6(A,c):0.642326516665102 
data(p226):a7(A,bb):0.06182902580426299 
data(p226):a9(A,t):1.44851392890717 
data(p226):a10(A,f):-0.5995863597594208 
data(p226):a12(A,t):0.30265489465376944 
data(p226):a13(A,g):-0.1736801607147236 
data(p19):a2(A,0):0.869260841080231 
data(p19):a3(A,0):-0.05158012394121436 
data(p19):a8(A,1):-2.076784463244299 
data(p19):a11(A,0):-0.26817227856453546 
data(p19):a14(A,0):2.988029405240731 
data(p19):a15(A,0):-0.11682682925100428 
data(p19):a1(A,b):0.732206526230447 
data(p19):a4(A,u):-0.13257794709165524 
data(p19):a5(A,g):-0.12282893878624332 
data(p19):a6(A,d):-0.08507837926528469 
data(p19):a7(A,h):0.751954956854514 
data(p19):a9(A,t):1.1130029965496324 
data(p19):a10(A,f):-0.6081561059783462 
data(p19):a12(A,t):-0.0032620232498629716 
data(p19):a13(A,g):-0.0529946609054441 
data(p169):a2(A,2):-0.8364269793588414 
data(p169):a3(A,2):0.47859019735163455 
data(p169):a8(A,3):1.8535137294965327 
data(p169):a11(A,0):-0.2546194190789244 
data(p169):a14(A,1):-0.022626448266011987 
data(p169):a15(A,2):1.445630904751299 
data(p169):a1(A,b):0.5674888100378127 
data(p169):a4(A,u):-0.054552455033897426 
data(p169):a5(A,g):-0.13114090339809564 
data(p169):a6(A,q):0.8796933032527736 
data(p169):a7(A,h):1.4530412454573691 
data(p169):a9(A,t):1.6722466179126085 
data(p169):a10(A,f):-0.40078509934883255 
data(p169):a12(A,t):0.22254509333674433 
data(p169):a13(A,g):-0.16293719418321317 
data(p485):a2(A,2):-1.7248916214578522 
data(p485):a3(A,1):-0.8913940195897814 
data(p485):a8(A,2):1.2344895704948433 
data(p485):a11(A,0):-0.44500335586720646 
data(p485):a14(A,0):-0.13781352480447526 
data(p485):a15(A,0):-0.24506508148801626 
data(p485):a1(A,b):0.6222335473718048 
data(p485):a4(A,u):-0.3318868374620287 
data(p485):a5(A,g):-0.17321733385216306 
data(p485):a6(A,m):-0.0655348493443349 
data(p485):a7(A,v):-0.22065923653166775 
data(p485):a9(A,f):-2.639647101542009 
data(p485):a10(A,f):-0.27215003441303354 
data(p485):a12(A,f):0.25728443905369186 
data(p485):a13(A,s):-0.2318899154257211 
data(p293):a2(A,1):0.21745809405415756 
data(p293):a3(A,0):1.1399823373090652 
data(p293):a8(A,0):-0.9319069877071319 
data(p293):a11(A,0):-0.3940520805620815 
data(p293):a14(A,2):-0.8977296164399068 
data(p293):a15(A,2):1.1377509030671866 
data(p293):a1(A,b):0.5846561710287147 
data(p293):a4(A,u):-0.33924148497514567 
data(p293):a5(A,g):-0.19997643852222538 
data(p293):a6(A,w):1.904493606174038 
data(p293):a7(A,v):0.11557737682908688 
data(p293):a9(A,f):-3.434335455269842 
data(p293):a10(A,t):-0.5878990863028394 
data(p293):a12(A,f):0.30432089632284137 
data(p293):a13(A,g):-0.09013329832804934 
data(p578):a2(A,1):1.7206124614369211 
data(p578):a3(A,2):0.423238533647019 
data(p578):a8(A,1):-1.7811933473702797 
data(p578):a11(A,0):-0.4792898822845388 
data(p578):a14(A,0):1.9962491425017639 
data(p578):a15(A,0):0.07763487145132837 
data(p578):a1(A,b):0.37865244678212573 
data(p578):a4(A,u):-0.20376149021932782 
data(p578):a5(A,g):-0.14010048475004716 
data(p578):a6(A,c):0.675941282689415 
data(p578):a7(A,v):0.3213396452218479 
data(p578):a9(A,t):1.911907070666122 
data(p578):a10(A,t):-0.20630727855644793 
data(p578):a12(A,f):0.2943488871959748 
data(p578):a13(A,g):-0.08181052151293457 
data(p574):a2(A,3):0.26266561226987967 
data(p574):a3(A,3):0.2952640034691015 
data(p574):a8(A,0):0.09013720109999908 
data(p574):a11(A,1):1.1466457380730357 
data(p574):a14(A,0):0.9907545704074148 
data(p574):a15(A,2):0.5522990199300485 
data(p574):a1(A,a):1.5822446200226534 
data(p574):a4(A,u):-0.23664132926687806 
data(p574):a5(A,g):-0.21088740316223592 
data(p574):a6(A,ff):-0.31157596917466107 
data(p574):a7(A,ff):-0.3234757000824044 
data(p574):a9(A,t):1.745390944772139 
data(p574):a10(A,t):-0.05730572456270201 
data(p574):a12(A,t):0.2816505082764695 
data(p574):a13(A,g):-0.11177901184278544 
data(p519):a2(A,1):0.4938578781347395 
data(p519):a3(A,0):0.7610348628421553 
data(p519):a8(A,1):-1.0168716277183898 
data(p519):a11(A,1):1.1672507723211023 
data(p519):a14(A,0):1.7438933115259352 
data(p519):a15(A,0):-0.2880315597711385 
data(p519):a1(A,a):1.302627296033951 
data(p519):a4(A,u):-0.326459905909693 
data(p519):a5(A,g):-0.23719162800673146 
data(p519):a6(A,q):-1.0657543714787903 
data(p519):a7(A,v):-0.02483823125405156 
data(p519):a9(A,t):1.6689937731291808 
data(p519):a10(A,t):-0.22800199727836698 
data(p519):a12(A,f):0.5248983518537984 
data(p519):a13(A,g):-0.06860356566191474 
data(p329):a2(A,2):-1.0895683666050053 
data(p329):a3(A,1):-0.721664284098625 
data(p329):a8(A,3):1.920918165830034 
data(p329):a11(A,0):-0.4123617540233978 
data(p329):a14(A,2):0.24432443758554195 
data(p329):a15(A,0):-0.831071044706805 
data(p329):a1(A,b):0.4331235786321788 
data(p329):a4(A,y):-1.5605320586268638 
data(p329):a5(A,p):-0.7010944042916395 
data(p329):a6(A,w):1.624451345398494 
data(p329):a7(A,v):-0.4923058924970002 
data(p329):a9(A,f):-1.5652983331348038 
data(p329):a10(A,f):-0.6264376044236778 
data(p329):a12(A,f):0.15843531803038588 
data(p329):a13(A,s):-0.17816849389264416 
data(p284):a2(A,0):-0.4087215982031539 
data(p284):a3(A,1):-0.8753472236975294 
data(p284):a8(A,1):-1.700990054868298 
data(p284):a11(A,0):-0.37636380281043363 
data(p284):a14(A,1):-0.9256879400379937 
data(p284):a15(A,1):-0.21030396866823148 
data(p284):a1(A,a):1.740107119908171 
data(p284):a4(A,u):-0.18485234616469856 
data(p284):a5(A,g):-0.13843944956091758 
data(p284):a6(A,q):-0.6318965537633637 
data(p284):a7(A,v):-0.5001477541053772 
data(p284):a9(A,f):-3.3174321163125726 
data(p284):a10(A,t):-0.5855054045990914 
data(p284):a12(A,f):0.640615684521672 
data(p284):a13(A,g):-0.13487988573153292 
data(p530):a2(A,3):-0.46175110172452016 
data(p530):a3(A,3):-1.7157245871155864 
data(p530):a8(A,1):-1.7367227686653637 
data(p530):a11(A,0):-0.3746821756203584 
data(p530):a14(A,3):0.2539118091418067 
data(p530):a15(A,1):-0.08869442539690942 
data(p530):a1(A,b):0.13637474937173927 
data(p530):a4(A,u):-0.14133132016076008 
data(p530):a5(A,g):-0.15147709606281284 
data(p530):a6(A,q):-0.9533602564436394 
data(p530):a7(A,h):0.9930929129222152 
data(p530):a9(A,t):1.5077642994982785 
data(p530):a10(A,t):-0.4935781098909896 
data(p530):a12(A,f):-0.03917125063825355 
data(p530):a13(A,g):-0.1337847497588601 
data(p601):a2(A,2):0.7160906595421027 
data(p601):a3(A,0):0.573242891222716 
data(p601):a8(A,1):-1.046975174154876 
data(p601):a11(A,1):1.1779597213693958 
data(p601):a14(A,3):0.8672355474012318 
data(p601):a15(A,2):2.0597063055504687 
data(p601):a1(A,a):1.9744926341970148 
data(p601):a4(A,u):-0.23644233828954953 
data(p601):a5(A,g):-0.19493596750281034 
data(p601):a6(A,k):-0.7278664374145337 
data(p601):a7(A,v):0.7750994483028572 
data(p601):a9(A,t):1.8216678972385059 
data(p601):a10(A,t):-0.1920991014613041 
data(p601):a12(A,f):0.8049727170094008 
data(p601):a13(A,g):-0.06233745664909913 
data(p364):a2(A,0):-0.5227299247478215 
data(p364):a3(A,0):0.31653028213504375 
data(p364):a8(A,1):-2.0721570847308195 
data(p364):a11(A,0):-0.3408354839354864 
data(p364):a14(A,2):-1.06931722351336 
data(p364):a15(A,0):-0.4419923182743565 
data(p364):a1(A,b):0.36631853738045733 
data(p364):a4(A,y):-1.0146537674670235 
data(p364):a5(A,p):-0.5505546600964809 
data(p364):a6(A,k):-0.6194179988621746 
data(p364):a7(A,v):-0.7725914631790776 
data(p364):a9(A,f):-1.7931984288855167 
data(p364):a10(A,f):-0.2355428756524744 
data(p364):a12(A,f):0.2431758121541027 
data(p364):a13(A,s):-0.13758210474557075 
data(p94):a2(A,3):-0.8072047082885269 
data(p94):a3(A,1):-1.2099649192726742 
data(p94):a8(A,3):1.395148719261834 
data(p94):a11(A,0):-0.45104708933849685 
data(p94):a14(A,2):-0.39363869331751045 
data(p94):a15(A,1):-0.3694168025322926 
data(p94):a1(A,b):0.47005580561557525 
data(p94):a4(A,y):-1.5801258237188796 
data(p94):a5(A,p):-0.9364562991520881 
data(p94):a6(A,c):-0.1715313455120144 
data(p94):a7(A,h):0.8752614016480632 
data(p94):a9(A,t):0.8670142330503119 
data(p94):a10(A,f):-1.2115440857131077 
data(p94):a12(A,t):0.03221832814375331 
data(p94):a13(A,g):-0.16422876958825877 
data(p214):a2(A,1):0.8428388146432 
data(p214):a3(A,3):-0.6523646685905164 
data(p214):a8(A,3):2.4240224165260047 
data(p214):a11(A,1):1.397609616473365 
data(p214):a14(A,0):0.5860575049816263 
data(p214):a15(A,2):0.5505322695876322 
data(p214):a1(A,b):0.435653949469802 
data(p214):a4(A,u):-0.15286390530091065 
data(p214):a5(A,g):-0.09930194733808956 
data(p214):a6(A,i):-0.5460024023696395 
data(p214):a7(A,v):0.07663585377004938 
data(p214):a9(A,t):1.9003700173756912 
data(p214):a10(A,t):-0.10184745554297789 
data(p214):a12(A,f):0.31748854123851294 
data(p214):a13(A,g):-0.06743870522207684 
data(p259):a2(A,0):-0.7174491692309294 
data(p259):a3(A,3):0.09635830364987145 
data(p259):a8(A,0):-0.7660716806046873 
data(p259):a11(A,0):-0.31335144651219743 
data(p259):a14(A,2):-0.4690934048736442 
data(p259):a15(A,2):0.6692228708713736 
data(p259):a1(A,a):1.6534424732737028 
data(p259):a4(A,u):-0.27512194447506133 
data(p259):a5(A,g):-0.15378725718578817 
data(p259):a6(A,i):-0.46887335627633214 
data(p259):a7(A,v):0.23390823172248798 
data(p259):a9(A,f):-2.9972458202960346 
data(p259):a10(A,f):-0.15438169631834053 
data(p259):a12(A,f):0.6508590319968706 
data(p259):a13(A,g):-0.15939247260676984 
data(p338):a2(A,2):-0.8713623737110988 
data(p338):a3(A,1):-1.5512867803494808 
data(p338):a8(A,1):-1.8252777830740248 
data(p338):a11(A,0):-0.39993526312574196 
data(p338):a14(A,1):-1.5821573100174975 
data(p338):a15(A,0):-0.2840415900403786 
data(p338):a1(A,a):1.296283508708591 
data(p338):a4(A,y):-0.9655691404412319 
data(p338):a5(A,p):-0.6427445917036977 
data(p338):a6(A,i):-0.5049542235975508 
data(p338):a7(A,h):0.9185045514929719 
data(p338):a9(A,f):-2.6261951162861665 
data(p338):a10(A,f):-0.7777197149829055 
data(p338):a12(A,t):0.20944506003243657 
data(p338):a13(A,g):-0.27640273585153013 
data(p292):a2(A,0):0.017653040783429372 
data(p292):a3(A,3):0.22938195774217685 
data(p292):a8(A,1):-1.839215626017 
data(p292):a11(A,0):-0.39170463492063323 
data(p292):a14(A,1):-0.4359104535460861 
data(p292):a15(A,0):-0.2701928524703318 
data(p292):a1(A,a):1.8602193446652402 
data(p292):a4(A,u):-0.24630225226797947 
data(p292):a5(A,g):-0.1864814558675103 
data(p292):a6(A,w):1.7996016779126807 
data(p292):a7(A,v):-0.2440789568492581 
data(p292):a9(A,f):-3.2941610951227456 
data(p292):a10(A,t):-0.5291660471250308 
data(p292):a12(A,f):0.8188886452260759 
data(p292):a13(A,g):-0.12254574777082193 
data(p412):a2(A,1):0.6899488396577323 
data(p412):a3(A,2):-0.8839348788016457 
data(p412):a8(A,2):1.021350266056093 
data(p412):a11(A,0):-0.49403409601418335 
data(p412):a14(A,0):-0.12622385925440963 
data(p412):a15(A,1):-0.8101085011669795 
data(p412):a1(A,b):0.4834648177483173 
data(p412):a4(A,u):-0.26011392537428446 
data(p412):a5(A,g):-0.12683947373690055 
data(p412):a6(A,c):1.1087990328688193 
data(p412):a7(A,v):0.017888785632064547 
data(p412):a9(A,f):-3.9583308112964994 
data(p412):a10(A,t):-0.5171596943175073 
data(p412):a12(A,f):0.18062617409981752 
data(p412):a13(A,g):-0.11992480127616549 
data(p107):a2(A,2):-1.1396827192414 
