data(p756):a1(A,f):-0.17670463857288382 
data(p2836):a24(A,t):-0.10324204985212278 
data(p2836):a25(A,f):0.0 
data(p2836):a26(A,t):-0.07735937476090732 
data(p2836):a27(A,f):0.05512282170115991 
data(p2836):a28(A,f):0.0 
data(p2836):a29(A,f):0.003747009656562437 
data(p2836):a30(A,f):0.03736581934429297 
data(p2836):a31(A,t):0.2613280668226257 
data(p2836):a32(A,t):-1.711311742190982 
data(p2836):a33(A,f):1.1944030651854392 
data(p2836):a34(A,t):0.004818805748807673 
data(p2836):a35(A,f):-2.2243696463038054 
data(p2836):a36(A,n):-0.013576308071145007 
data(p2744):a1(A,f):-0.35262199273828126 
data(p2744):a2(A,f):-0.14074645502857105 
data(p2744):a3(A,f):0.05123078219679098 
data(p2744):a4(A,f):0.14650943885479026 
data(p2744):a5(A,f):0.033284846580055566 
data(p2744):a6(A,f):-1.2253788774448418 
data(p2744):a7(A,t):-0.038683756623543196 
data(p2744):a8(A,f):0.015484525106532155 
data(p2744):a9(A,f):0.12035680793004003 
data(p2744):a10(A,t):-2.4482579476755304 
data(p2744):a11(A,f):-0.3662891175788231 
data(p2744):a12(A,t):0.6495956840631395 
data(p2744):a13(A,l):0.08510830004311809 
data(p2744):a14(A,f):0.0030017002003244237 
data(p2744):a15(A,n):-0.24341579195619986 
data(p2744):a16(A,f):0.06911648999753525 
data(p2744):a17(A,f):-0.2298317080628352 
data(p2744):a18(A,t):-0.1004577963151817 
data(p2744):a19(A,f):0.0 
data(p2744):a20(A,t):0.07614540646902818 
data(p2744):a21(A,f):-1.9742106329697933 
data(p2744):a22(A,f):0.027144560244200245 
data(p2744):a23(A,t):-1.2126624545646354 
data(p2744):a24(A,f):-0.04222639394825723 
data(p2744):a25(A,f):0.0 
data(p2744):a26(A,t):-0.026856091936655002 
data(p2744):a27(A,f):0.03690374662751512 
data(p2744):a28(A,f):0.0 
data(p2744):a29(A,t):0.0 
data(p2744):a30(A,f):0.02636097841081821 
data(p2744):a31(A,f):-0.1921586091167889 
data(p2744):a32(A,t):-1.2496003802866158 
data(p2744):a33(A,f):0.6955414396766478 
data(p2744):a34(A,t):0.008018300634777 
data(p2744):a35(A,f):-1.9686467516926123 
data(p2744):a36(A,n):0.08153837844790475 
data(p84):a1(A,f):-0.35877894467742383 
data(p84):a2(A,f):-0.07376315559609557 
data(p84):a3(A,f):0.07064865241035785 
data(p84):a4(A,f):0.20731564015722365 
data(p84):a5(A,f):0.13774990194588688 
data(p84):a6(A,f):-1.0504149709909476 
data(p84):a7(A,f):0.17037719803736254 
data(p84):a8(A,f):0.04704235928009779 
data(p84):a9(A,f):0.16948315455450438 
data(p84):a10(A,f):2.1039028865385747 
data(p84):a11(A,t):-0.0158393852315533 
data(p84):a12(A,f):-0.016433992042619916 
data(p84):a13(A,l):0.02046541474920898 
data(p84):a14(A,f):0.0029586241582940397 
data(p84):a15(A,w):2.7603853481199767 
data(p84):a16(A,f):0.0993658562749395 
data(p84):a17(A,f):-0.05634877161570097 
data(p84):a18(A,f):1.0694879836245883 
data(p84):a19(A,f):0.0 
data(p84):a20(A,f):0.1547811813396673 
data(p84):a21(A,f):-1.3464818600751478 
data(p84):a22(A,f):0.059193086057857225 
data(p84):a23(A,f):0.1912681881845602 
data(p84):a24(A,f):0.010380341785893256 
data(p84):a25(A,f):0.0 
data(p84):a26(A,t):-0.050952445800335464 
data(p84):a27(A,f):0.06945855142021022 
data(p84):a28(A,f):0.0 
data(p84):a29(A,f):0.003747009656562437 
data(p84):a30(A,f):0.05909166744512761 
data(p84):a31(A,f):-0.2514639418653654 
data(p84):a32(A,f):0.20227598368467092 
data(p84):a33(A,f):1.467959500030352 
data(p84):a34(A,t):-0.010156470846171946 
data(p84):a35(A,t):0.15750752351427952 
data(p84):a36(A,n):0.026184588568429635 
data(p3124):a1(A,f):-0.14050077255394874 
data(p3124):a2(A,f):-0.06761385435883004 
data(p3124):a3(A,f):0.06977308358231371 
data(p3124):a4(A,f):0.25354997746044533 
data(p3124):a5(A,f):-0.09000476415154211 
data(p3124):a6(A,t):0.2681318091859928 
data(p3124):a7(A,f):0.5564997557244623 
data(p3124):a8(A,f):0.02294233467007783 
data(p3124):a9(A,t):-0.3620067541709388 
data(p3124):a10(A,f):1.7511790238194545 
data(p3124):a11(A,f):-0.11943049982602538 
data(p3124):a12(A,f):0.007625232900241688 
data(p3124):a13(A,l):-0.025097425903070417 
data(p3124):a14(A,f):0.002711528305523411 
data(p3124):a15(A,n):-0.05335920731199064 
data(p3124):a16(A,f):0.10417429162793143 
data(p3124):a17(A,f):-0.055898675210269276 
data(p3124):a18(A,f):0.9004019917893963 
data(p3124):a19(A,f):0.0 
data(p3124):a20(A,f):0.11182943900615755 
data(p3124):a21(A,f):-1.5572705782561373 
data(p3124):a22(A,t):-0.25140388482573855 
data(p3124):a23(A,f):0.1487952188946819 
data(p3124):a24(A,f):0.01804676368761557 
data(p3124):a25(A,f):0.0 
data(p3124):a26(A,f):-0.19981162564265628 
data(p3124):a27(A,f):0.0885165024300871 
data(p3124):a28(A,f):0.0 
data(p3124):a29(A,f):0.0004229011601465278 
data(p3124):a30(A,f):0.07397995628001722 
data(p3124):a31(A,f):-0.1581995421779041 
data(p3124):a32(A,f):0.13830023233192829 
data(p3124):a33(A,t):-2.655869048024182 
data(p3124):a34(A,f):0.6146569180294916 
data(p3124):a35(A,t):0.21467915533698564 
data(p3124):a36(A,t):-0.2468240915779604 
data(p391):a1(A,f):-0.22375722002707035 
data(p391):a2(A,f):-0.031318377792143956 
data(p391):a3(A,f):0.06391164203355723 
data(p391):a4(A,t):-0.7394600265957844 
data(p391):a5(A,f):-0.30015058821963686 
data(p391):a6(A,t):0.7767904468173561 
data(p391):a7(A,f):0.17791198958280946 
data(p391):a8(A,f):0.0402892447239152 
data(p391):a9(A,f):0.23350521424582663 
data(p391):a10(A,f):2.2165786237779224 
data(p391):a11(A,f):-0.20609541941143508 
data(p391):a12(A,f):0.04457084065813075 
data(p391):a13(A,g):0.3057836593080916 
data(p391):a14(A,f):0.0032699542997646916 
data(p391):a15(A,n):0.07940859287510416 
data(p391):a16(A,f):0.10538916357813581 
data(p391):a17(A,f):-0.05252597331132846 
data(p391):a18(A,t):-0.04967447750184967 
data(p391):a19(A,f):0.0 
data(p391):a20(A,f):0.0418326851284011 
data(p391):a21(A,f):-1.3598488273098202 
data(p391):a22(A,f):0.022101518886131846 
data(p391):a23(A,f):0.16039245303607907 
data(p391):a24(A,f):0.07146231055936601 
data(p391):a25(A,f):0.0 
data(p391):a26(A,t):0.027610078343291974 
data(p391):a27(A,f):0.07642548602099938 
data(p391):a28(A,f):0.0 
data(p391):a29(A,f):0.0004229011601465278 
data(p391):a30(A,f):0.039525570646659694 
data(p391):a31(A,f):-0.024009423826066214 
data(p391):a32(A,f):0.18897030959259836 
data(p391):a33(A,f):1.8544016595253496 
data(p391):a34(A,f):0.5567785048810938 
data(p391):a35(A,t):0.43544784440876066 
data(p391):a36(A,n):0.17392393844142284 
data(p2912):a1(A,t):0.22783814323919832 
data(p2912):a2(A,f):-0.019978299679502234 
data(p2912):a3(A,f):0.06676729122517468 
data(p2912):a4(A,t):-0.9618976946242453 
data(p2912):a5(A,f):-0.15771594546979298 
data(p2912):a6(A,t):0.14663123456154875 
data(p2912):a7(A,f):0.5107220112077666 
data(p2912):a8(A,f):0.02121594040139162 
data(p2912):a9(A,f):0.18178403005603358 
data(p2912):a10(A,f):1.6207046092032897 
data(p2912):a11(A,t):-0.0044062611573290325 
data(p2912):a12(A,f):-0.04591582121208718 
data(p2912):a13(A,l):0.006623013033262414 
data(p2912):a14(A,f):0.005977619763606278 
data(p2912):a15(A,n):-0.0050268788000932315 
data(p2912):a16(A,f):0.09705665896851533 
data(p2912):a17(A,f):-0.05273585350427943 
data(p2912):a18(A,t):-0.157161003234029 
data(p2912):a19(A,f):0.0 
data(p2912):a20(A,f):-0.06395504172409174 
data(p2912):a21(A,f):-1.5701341797376613 
data(p2912):a22(A,f):0.040826936954278435 
data(p2912):a23(A,f):0.134389961737757 
data(p2912):a24(A,t):-0.02232731527704284 
data(p2912):a25(A,f):0.0 
data(p2912):a26(A,t):0.03652101993457659 
data(p2912):a27(A,t):-0.4854243071002734 
data(p2912):a28(A,f):0.0 
data(p2912):a29(A,f):0.0004229011601465278 
data(p2912):a30(A,f):0.05322068772244091 
data(p2912):a31(A,t):0.01875550863817105 
data(p2912):a32(A,f):0.1424759674112446 
data(p2912):a33(A,t):-2.854625301495054 
data(p2912):a34(A,f):0.6502333419106198 
data(p2912):a35(A,t):0.15945820894455523 
data(p2912):a36(A,n):0.06674945035973046 
data(p1709):a1(A,f):-0.28373815746821407 
data(p1709):a2(A,f):-0.04055580112997818 
data(p1709):a3(A,f):0.07086369608298117 
data(p1709):a4(A,f):0.2055489381026532 
data(p1709):a5(A,f):0.07098666393905578 
data(p1709):a6(A,f):-0.8768594202858079 
data(p1709):a7(A,f):0.2340954879898697 
data(p1709):a8(A,f):0.04606497919658268 
data(p1709):a9(A,f):0.15578137041417064 
data(p1709):a10(A,f):2.0864051196582647 
data(p1709):a11(A,t):-0.034622620777410705 
data(p1709):a12(A,f):-0.07855858913397172 
data(p1709):a13(A,l):0.05528181121498076 
data(p1709):a14(A,f):0.00277600045443395 
data(p1709):a15(A,w):2.5779486147895856 
data(p1709):a16(A,f):0.094846264551352 
data(p1709):a17(A,f):-0.05512629099189123 
data(p1709):a18(A,f):1.0124393088852632 
data(p1709):a19(A,t):0.0 
data(p1709):a20(A,f):0.28106808283583934 
data(p1709):a21(A,f):-1.3144158994819586 
data(p1709):a22(A,f):0.034407281226335164 
data(p1709):a23(A,f):0.158579549920345 
data(p1709):a24(A,t):-0.04093341844294088 
data(p1709):a25(A,f):0.0 
data(p1709):a26(A,t):0.004032725469064712 
data(p1709):a27(A,f):0.0800205877058896 
data(p1709):a28(A,f):0.0 
data(p1709):a29(A,f):0.003747009656562437 
data(p1709):a30(A,t):-0.6675706328421185 
data(p1709):a31(A,t):0.4486137516448318 
data(p1709):a32(A,f):0.19497802328992608 
data(p1709):a33(A,f):1.3508834823117566 
data(p1709):a34(A,f):0.053013679009892234 
data(p1709):a35(A,t):0.20470428482763467 
data(p1709):a36(A,n):0.029185075617379565 
data(p1704):a1(A,f):-0.3650022814250513 
data(p1704):a2(A,f):-0.1266558209213173 
data(p1704):a3(A,f):0.06915559592477048 
data(p1704):a4(A,f):0.19329308052318342 
data(p1704):a5(A,f):0.11824777259289165 
data(p1704):a6(A,f):-1.3343678089193318 
data(p1704):a7(A,t):-0.22871038224074058 
data(p1704):a8(A,f):0.03820716078580854 
data(p1704):a9(A,f):0.14181913703399576 
data(p1704):a10(A,f):1.8063842759851254 
data(p1704):a11(A,t):-0.12443181792620729 
data(p1704):a12(A,f):-0.07864377205103322 
data(p1704):a13(A,l):0.03970808173148753 
data(p1704):a14(A,f):0.003352127134818007 
data(p1704):a15(A,w):3.021893339220295 
data(p1704):a16(A,f):0.09366440365331107 
data(p1704):a17(A,f):-0.053472736624221785 
data(p1704):a18(A,f):1.0639233241738881 
data(p1704):a19(A,f):0.0 
data(p1704):a20(A,t):-0.2509673002070388 
data(p1704):a21(A,f):-1.3564150205963184 
data(p1704):a22(A,f):0.031214876022128364 
data(p1704):a23(A,f):0.14936432376546302 
data(p1704):a24(A,f):0.07129623997548525 
data(p1704):a25(A,f):0.0 
data(p1704):a26(A,t):0.028785098221466153 
data(p1704):a27(A,f):0.06512397763715407 
data(p1704):a28(A,f):0.0 
data(p1704):a29(A,f):0.003747009656562437 
data(p1704):a30(A,f):0.05510545758342533 
data(p1704):a31(A,t):0.5024376173792973 
data(p1704):a32(A,f):0.20397071519585822 
data(p1704):a33(A,f):1.1747147918786194 
data(p1704):a34(A,f):-0.38029082331316133 
data(p1704):a35(A,f):-1.9376618155529235 
data(p1704):a36(A,n):0.06743307646405017 
data(p1131):a1(A,f):-0.2567995803764478 
data(p1131):a2(A,f):-0.06350269874220682 
data(p1131):a3(A,f):0.06181161784883208 
data(p1131):a4(A,f):0.20488774946029573 
data(p1131):a5(A,f):-0.11030191017704892 
data(p1131):a6(A,f):-0.8593376047487871 
data(p1131):a7(A,f):0.27597318093688705 
data(p1131):a8(A,f):0.019816646339217606 
data(p1131):a9(A,f):0.1938447917324521 
data(p1131):a10(A,f):1.5863867268124303 
data(p1131):a11(A,f):-0.2445353973053823 
data(p1131):a12(A,f):-0.052258262092255904 
data(p1131):a13(A,g):-0.024472903750093446 
data(p1131):a14(A,f):0.00253092892265365 
data(p1131):a15(A,n):0.04840077075470495 
data(p1131):a16(A,f):0.08659126906384841 
data(p1131):a17(A,f):-0.2616600613766603 
data(p1131):a18(A,t):-0.24123016134119404 
data(p1131):a19(A,f):0.0 
data(p1131):a20(A,f):0.016204923426236306 
data(p1131):a21(A,f):-1.6332498554402544 
data(p1131):a22(A,f):0.06170701799566942 
data(p1131):a23(A,t):-1.5839148591471262 
data(p1131):a24(A,f):0.08334721450863547 
data(p1131):a25(A,f):0.0 
data(p1131):a26(A,f):-0.06053997016383361 
data(p1131):a27(A,f):0.06257129613108678 
data(p1131):a28(A,f):0.0 
data(p1131):a29(A,f):0.0004229011601465278 
data(p1131):a30(A,f):0.0449982406948785 
data(p1131):a31(A,f):-0.11602463244046295 
data(p1131):a32(A,f):0.1349807244234499 
data(p1131):a33(A,t):-2.530220617401913 
data(p1131):a34(A,t):-0.21699821900052563 
data(p1131):a35(A,t):0.29114806657277215 
data(p1131):a36(A,n):-0.03411923677061631 
data(p558):a1(A,f):-0.26003000124113435 
data(p558):a2(A,f):-0.056098254315888656 
data(p558):a3(A,f):0.06731928730613394 
data(p558):a4(A,f):0.23220174296060864 
data(p558):a5(A,f):-0.1779613587942838 
data(p558):a6(A,t):0.661789773874972 
data(p558):a7(A,f):0.04826021848623673 
data(p558):a8(A,f):0.03889985196527295 
data(p558):a9(A,t):-0.09753238078136056 
data(p558):a10(A,f):2.168519948117777 
data(p558):a11(A,f):-0.44722471972930367 
data(p558):a12(A,t):0.11128010416764883 
data(p558):a13(A,g):0.21194619650401492 
data(p558):a14(A,f):0.0032699542997646916 
data(p558):a15(A,n):0.09301118662844153 
data(p558):a16(A,f):0.10879044552220685 
data(p558):a17(A,f):-0.05337913498880916 
data(p558):a18(A,t):-0.1218140665534993 
data(p558):a19(A,f):0.0 
data(p558):a20(A,f):0.04953385589478234 
data(p558):a21(A,f):-1.3728593483633784 
data(p558):a22(A,t):0.0193799958889779 
data(p558):a23(A,f):0.15570188996455808 
data(p558):a24(A,f):0.08384449875611774 
data(p558):a25(A,f):0.0 
data(p558):a26(A,f):0.20577554109761723 
data(p558):a27(A,f):0.06241661625976668 
data(p558):a28(A,f):0.0 
data(p558):a29(A,f):0.0004229011601465278 
data(p558):a30(A,f):0.03269989709619112 
data(p558):a31(A,f):-0.0489853247009998 
data(p558):a32(A,f):0.19042544843403586 
data(p558):a33(A,f):2.4579512871437688 
data(p558):a34(A,t):-0.15083373465646116 
data(p558):a35(A,t):0.3231429955383503 
data(p558):a36(A,n):0.03778819131229388 
data(p363):a1(A,f):-0.4770187661395055 
data(p363):a2(A,f):-0.06309310052909348 
data(p363):a3(A,f):0.06525188957178399 
data(p363):a4(A,f):0.18753940159633167 
data(p363):a5(A,t):0.2975354207632936 
data(p363):a6(A,f):-1.4273519626261322 
data(p363):a7(A,f):0.18658170091982715 
data(p363):a8(A,f):0.05279514848337178 
data(p363):a9(A,t):0.024515278292301247 
data(p363):a10(A,f):2.10561736794898 
data(p363):a11(A,t):0.06693322081202754 
data(p363):a12(A,f):0.008611798777362704 
data(p363):a13(A,g):0.2510963363760792 
data(p363):a14(A,f):0.0029615512979343354 
data(p363):a15(A,n):0.10818746886957212 
data(p363):a16(A,f):0.0957139599209648 
data(p363):a17(A,f):-0.05505117141540519 
data(p363):a18(A,t):-0.12324108556628097 
data(p363):a19(A,f):0.0 
data(p363):a20(A,f):0.05154941312520087 
data(p363):a21(A,f):-1.402183231423431 
data(p363):a22(A,t):-0.030758541289321116 
data(p363):a23(A,f):0.1992788340086386 
data(p363):a24(A,f):-0.03960019786785197 
data(p363):a25(A,f):0.0 
data(p363):a26(A,t):-0.03640107898363975 
data(p363):a27(A,f):0.0581849165004137 
data(p363):a28(A,f):0.0 
data(p363):a29(A,f):0.0004229011601465278 
data(p363):a30(A,f):0.03785767094334105 
data(p363):a31(A,f):-0.08823374014588105 
data(p363):a32(A,f):0.19143861750811728 
data(p363):a33(A,f):1.9015328193188379 
data(p363):a34(A,t):-0.12542372522323683 
data(p363):a35(A,t):0.4725523110510168 
data(p363):a36(A,n):0.07935803191054049 
data(p2757):a1(A,t):1.4344111832199768 
data(p2757):a2(A,f):-0.11727037163229026 
data(p2757):a3(A,f):0.06743226240950312 
data(p2757):a4(A,f):0.19049956260923143 
data(p2757):a5(A,f):-0.20113946105051772 
data(p2757):a6(A,f):-1.3097843492582868 
data(p2757):a7(A,f):0.08340663840811006 
data(p2757):a8(A,f):0.01747606135901152 
data(p2757):a9(A,f):0.19743765170102276 
data(p2757):a10(A,f):1.7036465192032253 
data(p2757):a11(A,f):-0.9015849347947433 
data(p2757):a12(A,f):-0.011536488152697935 
data(p2757):a13(A,g):-0.048548524112550936 
data(p2757):a14(A,f):0.009293106959688971 
data(p2757):a15(A,b):-2.341815319048686 
data(p2757):a16(A,f):0.08345473799627706 
data(p2757):a17(A,f):-0.05732984482540258 
data(p2757):a18(A,t):-0.2065803652141742 
data(p2757):a19(A,f):0.0 
data(p2757):a20(A,f):-0.032075114776924624 
data(p2757):a21(A,f):-1.4923607865093043 
data(p2757):a22(A,f):0.00861558036475205 
data(p2757):a23(A,f):0.1790464881999831 
data(p2757):a24(A,t):-0.057620556996984595 
data(p2757):a25(A,f):0.0 
data(p2757):a26(A,t):-0.09950043483951512 
data(p2757):a27(A,f):0.04576023498157858 
data(p2757):a28(A,f):0.0 
data(p2757):a29(A,f):0.0004229011601465278 
data(p2757):a30(A,t):-0.5079173731753793 
data(p2757):a31(A,f):0.002760281577429113 
data(p2757):a32(A,t):-1.6120471579138373 
data(p2757):a33(A,f):1.2852251279257627 
data(p2757):a34(A,t):0.0030102207477683243 
data(p2757):a35(A,f):-1.9130575428880296 
data(p2757):a36(A,n):0.0067219934194292985 
data(p1190):a1(A,f):-0.21127118117926208 
data(p1190):a2(A,f):-0.06451651988559584 
data(p1190):a3(A,f):0.06409490214954526 
data(p1190):a4(A,f):0.2089504517671348 
data(p1190):a5(A,t):0.14632554514101018 
data(p1190):a6(A,f):-0.5773104711124608 
data(p1190):a7(A,t):-0.9927897410114203 
data(p1190):a8(A,f):0.004323190067030295 
data(p1190):a9(A,f):0.3263807658430893 
data(p1190):a10(A,f):1.6398641411175918 
data(p1190):a11(A,f):0.10856649126023385 
data(p1190):a12(A,f):-0.015267121729715743 
data(p1190):a13(A,l):-0.050332736088413245 
data(p1190):a14(A,f):0.0025280017830133544 
data(p1190):a15(A,n):-0.027695965539595975 
data(p1190):a16(A,f):0.09848688139139292 
data(p1190):a17(A,f):-0.060252131356654096 
data(p1190):a18(A,f):0.772069695954342 
data(p1190):a19(A,f):0.0 
data(p1190):a20(A,f):0.10161686984043287 
data(p1190):a21(A,f):-1.5677891659541385 
data(p1190):a22(A,f):0.08015485161796951 
data(p1190):a23(A,f):0.18815345860731209 
data(p1190):a24(A,f):0.03360363340608725 
data(p1190):a25(A,f):0.0 
data(p1190):a26(A,f):0.10722730274990343 
data(p1190):a27(A,f):0.08348120926352824 
data(p1190):a28(A,f):0.0 
data(p1190):a29(A,f):0.0004229011601465278 
data(p1190):a30(A,f):0.07560326372354496 
data(p1190):a31(A,f):-0.20832939505239376 
data(p1190):a32(A,f):0.13229875287489168 
data(p1190):a33(A,t):-2.6351048947499467 
data(p1190):a34(A,f):0.4114881045110328 
data(p1190):a35(A,t):0.27396776927124 
data(p1190):a36(A,t):-0.2647237039282113 
data(p2617):a1(A,f):-0.1577212012228529 
data(p2617):a2(A,t):0.06751125845651908 
data(p2617):a3(A,f):0.05745093888144612 
data(p2617):a4(A,t):-0.7472561081343971 
data(p2617):a5(A,f):-0.10273092741673799 
data(p2617):a6(A,t):0.10319435591879048 
data(p2617):a7(A,f):0.33821474512840516 
data(p2617):a8(A,f):0.032015414451430343 
data(p2617):a9(A,f):0.18019240445549298 
data(p2617):a10(A,t):-2.6266357251570733 
data(p2617):a11(A,f):-0.24335604646691986 
data(p2617):a12(A,f):-0.005559236389695006 
data(p2617):a13(A,l):0.020268048584901457 
data(p2617):a14(A,f):0.0024775683641310303 
data(p2617):a15(A,n):0.044731553844328836 
data(p2617):a16(A,t):-0.9450100835650431 
data(p2617):a17(A,f):-0.05872660236636552 
data(p2617):a18(A,t):-0.09928579276571617 
data(p2617):a19(A,f):0.0 
data(p2617):a20(A,f):-0.024047397286094112 
data(p2617):a21(A,f):-2.017918778889263 
data(p2617):a22(A,f):0.04038509002298674 
data(p2617):a23(A,f):0.13213039883436253 
data(p2617):a24(A,t):-0.13933015361197287 
data(p2617):a25(A,f):0.0 
data(p2617):a26(A,f):-0.28732406588769044 
data(p2617):a27(A,f):0.053123572087284215 
data(p2617):a28(A,f):0.0 
data(p2617):a29(A,f):0.00031856310424634393 
data(p2617):a30(A,f):0.041009581229603895 
data(p2617):a31(A,f):-0.09139076984898842 
data(p2617):a32(A,f):0.0989696537304422 
data(p2617):a33(A,t):-2.1029388654469217 
data(p2617):a34(A,t):-0.1723164995648523 
data(p2617):a35(A,t):0.11496603920502116 
data(p2617):a36(A,n):-0.13921335571980115 
data(p820):a1(A,f):-0.18469670439976868 
data(p820):a2(A,f):-0.056080343467068236 
data(p820):a3(A,f):0.06824888672952754 
data(p820):a4(A,f):0.22471151689489371 
data(p820):a5(A,f):-0.03888664597317186 
data(p820):a6(A,f):-0.582969171653194 
data(p820):a7(A,f):0.5706578505868496 
data(p820):a8(A,f):0.017997990216234792 
data(p820):a9(A,f):0.38347740108228034 
data(p820):a10(A,f):1.2202556161521887 
data(p820):a11(A,f):0.10301248684709843 
data(p820):a12(A,f):-0.013905124392213192 
data(p820):a13(A,l):0.01542660000245556 
data(p820):a14(A,f):0.00256900111769287 
data(p820):a15(A,n):-0.04164610283189241 
data(p820):a16(A,f):0.09348493685921942 
data(p820):a17(A,f):-0.055862786173587954 
data(p820):a18(A,f):1.2704645391104568 
data(p820):a19(A,f):0.0 
data(p820):a20(A,f):0.14232791498638953 
data(p820):a21(A,t):2.8275810212903756 
