data(p1365):buying(A,low):2.90348633382185 
data(p172):persons(A,4):2.208384977435092 
data(p172):lugboot(A,small):-1.2008786074326208 
data(p172):safety(A,low):-3.6966894912267927 
data(p1628):buying(A,low):1.7287934719592815 
data(p1628):maint(A,low):0.9125514358581864 
data(p1628):doors(A,2):-1.2584624667370548 
data(p1628):persons(A,2):-5.004194053416854 
data(p1628):lugboot(A,big):1.8718368219498558 
data(p1628):safety(A,med):2.217794187710074 
data(p18):buying(A,vhigh):-2.975920263461571 
data(p18):maint(A,vhigh):-3.274230176389476 
data(p18):doors(A,2):-0.20317549755678113 
data(p18):persons(A,4):2.567792912909402 
data(p18):lugboot(A,big):1.1205359089134033 
data(p18):safety(A,high):3.363365195407881 
data(p84):buying(A,vhigh):-2.201408055916893 
data(p84):maint(A,vhigh):-2.508641949082812 
data(p84):doors(A,morethanfive):0.4030970227806789 
data(p84):persons(A,2):-3.7864592512536572 
data(p84):lugboot(A,small):-0.6475575025982113 
data(p84):safety(A,high):3.906233908058319 
data(p1358):buying(A,low):2.5901249558288266 
data(p1358):maint(A,vhigh):-2.265871909118666 
data(p1358):doors(A,4):0.519095127886554 
data(p1358):persons(A,2):-4.703570294391053 
data(p1358):lugboot(A,big):1.4014528215407542 
data(p1358):safety(A,med):2.232280994111323 
data(p27):buying(A,vhigh):-2.7796459009710857 
data(p27):maint(A,vhigh):-2.969023454400658 
data(p27):doors(A,2):-0.9599603462770224 
data(p27):persons(A,more):2.0165638322303576 
data(p27):lugboot(A,big):1.3513345169526194 
data(p27):safety(A,high):3.162570927021075 
data(p734):buying(A,high):-1.0435874384832373 
data(p734):maint(A,med):1.3562441053132903 
data(p734):doors(A,morethanfive):0.916806237000814 
data(p734):persons(A,2):-4.635889547553566 
data(p734):lugboot(A,med):0.6461222999901955 
data(p734):safety(A,med):1.7147322633133129 
data(p818):buying(A,high):-1.1872775136830158 
data(p818):maint(A,low):1.139157964544387 
data(p818):doors(A,4):0.47450500124602835 
data(p818):persons(A,2):-4.7742444905296075 
data(p818):lugboot(A,big):1.466900661297646 
data(p818):safety(A,med):2.0933610683677935 
data(p1499):buying(A,low):3.2191013103399984 
data(p1499):maint(A,high):-0.4892849683588411 
data(p1499):doors(A,morethanfive):0.7548604586980056 
data(p1499):persons(A,4):2.570004682542407 
data(p1499):lugboot(A,med):0.4020733107007873 
data(p1499):safety(A,med):2.1351271065210726 
data(p1003):buying(A,med):0.9363803421826399 
data(p1003):maint(A,high):-0.7223663543573756 
data(p1003):doors(A,3):-0.2832361871480398 
data(p1003):persons(A,2):-3.2362412633143998 
data(p1003):lugboot(A,med):0.22598878169016978 
data(p1003):safety(A,low):-3.171867739118948 
data(p308):buying(A,vhigh):-2.54354069977217 
data(p308):maint(A,med):2.200681996648186 
data(p308):doors(A,morethanfive):0.6017416700739776 
data(p308):persons(A,4):2.4241383550079014 
data(p308):lugboot(A,small):-2.1966017918306737 
data(p308):safety(A,med):1.0709374816216017 
data(p1650):buying(A,low):1.341691873038146 
data(p1650):maint(A,low):1.151264070029905 
data(p1650):doors(A,3):0.21440191802444283 
data(p1650):persons(A,2):-4.889911556251942 
data(p1650):lugboot(A,small):-0.5207668213040888 
data(p1650):safety(A,high):3.870530780902658 
data(p274):buying(A,vhigh):-1.1094992649173916 
data(p274):maint(A,med):1.7950030117227833 
data(p274):doors(A,4):0.6841261708985603 
data(p274):persons(A,2):-3.1408891940630017 
data(p274):lugboot(A,med):0.6654529730207186 
data(p274):safety(A,low):-3.039141967719093 
data(p1306):buying(A,low):3.0551658330893763 
data(p1306):maint(A,vhigh):-2.204680742889613 
data(p1306):doors(A,2):-0.9890927461944026 
data(p1306):persons(A,4):3.319758181742752 
data(p1306):lugboot(A,small):-1.202747365338168 
data(p1306):safety(A,low):-3.8523971238250905 
data(p6):buying(A,vhigh):-2.134117279818029 
data(p6):maint(A,vhigh):-2.450113337691986 
data(p6):doors(A,2):-1.1678503349704001 
data(p6):persons(A,2):-3.801648336824825 
data(p6):lugboot(A,med):0.23492451943225984 
data(p6):safety(A,high):3.6737795154639343 
data(p1552):buying(A,low):2.148584286801379 
data(p1552):maint(A,med):0.9513661259074122 
data(p1552):doors(A,3):-0.8224171666107073 
data(p1552):persons(A,4):2.1148006879846277 
data(p1552):lugboot(A,med):-0.060197249595158986 
data(p1552):safety(A,low):-4.831394569942942 
data(p1260):buying(A,med):1.6735234244161783 
data(p1260):maint(A,low):1.4785373948093896 
data(p1260):doors(A,4):0.2279246975258857 
data(p1260):persons(A,4):3.1341275615137816 
data(p1260):lugboot(A,big):0.3798910490349263 
data(p1260):safety(A,high):3.451462819994681 
data(p978):buying(A,med):1.1181141604560352 
data(p978):maint(A,high):-0.7652094198331582 
data(p978):doors(A,2):-1.285836392317006 
data(p978):persons(A,2):-4.622192650886508 
data(p978):lugboot(A,med):0.17943129860622092 
data(p978):safety(A,high):3.6245211866361435 
data(p1180):buying(A,med):1.743032795760138 
data(p1180):maint(A,med):1.1416237994843124 
data(p1180):doors(A,morethanfive):0.3780955724971213 
data(p1180):persons(A,more):2.0454625873825223 
data(p1180):lugboot(A,small):-1.7440471278770797 
data(p1180):safety(A,low):-4.5037024901497 
data(p1167):buying(A,med):1.1673485309993579 
data(p1167):maint(A,med):0.9446870350469038 
data(p1167):doors(A,morethanfive):0.47541023802626037 
data(p1167):persons(A,2):-5.0060201640018525 
data(p1167):lugboot(A,med):0.3944702431461073 
data(p1167):safety(A,high):3.1741225839118847 
data(p156):buying(A,vhigh):-3.864789361394771 
data(p156):maint(A,high):-1.873919551403367 
data(p156):doors(A,3):0.4237069883177972 
data(p156):persons(A,more):2.0938614709387493 
data(p156):lugboot(A,small):-1.2970636966693865 
data(p156):safety(A,high):4.133784922417583 
data(p1418):buying(A,low):3.2427239280467703 
data(p1418):maint(A,high):-0.3306654045237662 
data(p1418):doors(A,2):-1.8808945598178703 
data(p1418):persons(A,4):2.8518511112326936 
data(p1418):lugboot(A,med):-0.18947083151576757 
data(p1418):safety(A,med):1.6740065715782753 
data(p892):buying(A,med):2.2842581823242862 
data(p892):maint(A,vhigh):-1.5647013424893945 
data(p892):doors(A,3):0.0699060075594076 
data(p892):persons(A,2):-3.0211690935858098 
data(p892):lugboot(A,small):-0.7690897227164603 
data(p892):safety(A,low):-2.8198925531883408 
data(p1164):buying(A,med):1.3784314212998139 
data(p1164):maint(A,med):0.9244414870770659 
data(p1164):doors(A,morethanfive):0.28336388235321447 
data(p1164):persons(A,2):-4.824855356785453 
data(p1164):lugboot(A,small):-0.7455625517190556 
data(p1164):safety(A,high):3.7197656693777383 
data(p1680):buying(A,low):1.268090466811902 
data(p1680):maint(A,low):1.02449055095769 
data(p1680):doors(A,4):0.44885297787307155 
data(p1680):persons(A,2):-5.054390523202191 
data(p1680):lugboot(A,med):0.49039346986614757 
data(p1680):safety(A,high):3.145467345002729 
data(p379):buying(A,vhigh):-1.2217447945314053 
data(p379):maint(A,low):1.9962095745003712 
data(p379):doors(A,4):0.49989023592455795 
data(p379):persons(A,2):-2.912485860816845 
data(p379):lugboot(A,small):-1.1012334315531591 
data(p379):safety(A,low):-2.898409113379674 
data(p935):buying(A,med):2.5835531800601776 
data(p935):maint(A,vhigh):-2.9771122756937176 
data(p935):doors(A,4):0.5420272127983395 
data(p935):persons(A,4):2.336899017140783 
data(p935):lugboot(A,big):1.6254702967840942 
data(p935):safety(A,med):2.1980223950636555 
data(p1380):buying(A,low):2.3118394319493984 
data(p1380):maint(A,vhigh):-1.824039367877061 
data(p1380):doors(A,morethanfive):0.3722480939939558 
data(p1380):persons(A,2):-4.443154056073706 
data(p1380):lugboot(A,small):-0.6972466300056923 
data(p1380):safety(A,high):3.773038111387857 
data(p1553):buying(A,low):2.690424426140668 
data(p1553):maint(A,med):1.1832016976931155 
data(p1553):doors(A,3):-1.0963067975115683 
data(p1553):persons(A,4):2.131787261921002 
data(p1553):lugboot(A,med):-0.1071333610546282 
data(p1553):safety(A,med):2.04482538050947 
data(p814):buying(A,high):-0.8416279343136049 
data(p814):maint(A,low):1.113598665185954 
data(p814):doors(A,4):0.7160030322542092 
data(p814):persons(A,2):-3.1757696412613408 
data(p814):lugboot(A,med):0.6608376375151244 
data(p814):safety(A,low):-3.1884639670128054 
data(p1713):buying(A,low):1.98327740039259 
data(p1713):maint(A,low):1.3577665368826382 
data(p1713):doors(A,morethanfive):0.3458669210052352 
data(p1713):persons(A,4):3.5693894452867103 
data(p1713):lugboot(A,small):-0.7821099624715196 
data(p1713):safety(A,high):4.276166295905972 
data(p894):buying(A,med):2.3345328326441455 
data(p894):maint(A,vhigh):-1.856504412541936 
data(p894):doors(A,3):0.13186716949864513 
data(p894):persons(A,2):-4.3727932819949435 
data(p894):lugboot(A,small):-0.46055394757163476 
data(p894):safety(A,high):4.146161046664221 
data(p983):buying(A,med):1.5981784166148996 
data(p983):maint(A,high):-1.3014244109910702 
data(p983):doors(A,2):-1.3227893183572241 
data(p983):persons(A,4):3.268991875004923 
data(p983):lugboot(A,small):-2.017565045681624 
data(p983):safety(A,med):1.1208378105961159 
data(p911):buying(A,med):2.875003532048437 
data(p911):maint(A,vhigh):-2.739297565055343 
data(p911):doors(A,3):0.24188847388449866 
data(p911):persons(A,more):2.4745192596366583 
data(p911):lugboot(A,small):-2.2644019720808126 
data(p911):safety(A,med):1.1131600107972415 
data(p1443):buying(A,low):2.609323394096325 
data(p1443):maint(A,high):-0.592445505143807 
data(p1443):doors(A,3):-0.14048221353386325 
data(p1443):persons(A,4):3.012670379961451 
data(p1443):lugboot(A,small):-0.5933898129808037 
data(p1443):safety(A,high):4.338649822987465 
data(p804):buying(A,high):-1.1083960003022306 
data(p804):maint(A,low):1.4370655044559137 
data(p804):doors(A,3):0.46993612911287214 
data(p804):persons(A,more):2.2046561511688445 
data(p804):lugboot(A,small):-1.3413799419745651 
data(p804):safety(A,high):4.608176163949917 
data(p485):buying(A,high):-1.9331165535967534 
data(p485):maint(A,vhigh):-4.179486581137315 
data(p485):doors(A,3):0.09526334678118313 
data(p485):persons(A,more):2.776758886273103 
data(p485):lugboot(A,big):1.8957708447612711 
data(p485):safety(A,med):1.7991640236427604 
data(p383):buying(A,vhigh):-1.6910864416920652 
data(p383):maint(A,low):2.1198043048316237 
data(p383):doors(A,4):0.8350206989399894 
data(p383):persons(A,2):-4.330189315507803 
data(p383):lugboot(A,med):0.6835905654035754 
data(p383):safety(A,med):1.6680798428104575 
data(p1071):buying(A,med):1.189798369345029 
data(p1071):maint(A,high):-1.382446856524694 
data(p1071):doors(A,morethanfive):0.2077667619489369 
data(p1071):persons(A,4):2.8473170301140747 
data(p1071):lugboot(A,big):0.4388334277234283 
data(p1071):safety(A,high):3.394054063296281 
data(p1481):buying(A,low):2.7450304954341807 
data(p1481):maint(A,high):-0.4534702782188169 
data(p1481):doors(A,4):0.6181428916960225 
data(p1481):persons(A,more):2.725050112126988 
data(p1481):lugboot(A,med):0.8966340409887372 
data(p1481):safety(A,med):2.388898303370984 
data(p639):buying(A,high):-0.23720657314574553 
data(p639):maint(A,high):-0.17760226171183227 
data(p639):doors(A,morethanfive):0.3101741893782627 
data(p639):persons(A,4):2.650641347069587 
data(p639):lugboot(A,big):0.5400633539545685 
data(p639):safety(A,high):3.3737825707891456 
data(p269):buying(A,vhigh):-2.35829779569174 
data(p269):maint(A,med):2.0733873297351604 
data(p269):doors(A,3):0.08409155222542568 
data(p269):persons(A,more):2.899437719101046 
data(p269):lugboot(A,big):1.7160836105224853 
data(p269):safety(A,med):2.1731249491013087 
data(p1116):buying(A,med):1.2733630578484032 
data(p1116):maint(A,med):0.9553187400768567 
data(p1116):doors(A,3):-0.01580409795362717 
data(p1116):persons(A,2):-5.11783996189067 
data(p1116):lugboot(A,big):0.5030795810716244 
data(p1116):safety(A,high):2.9895801695459983 
data(p517):buying(A,high):-1.1786422903290652 
data(p517):maint(A,vhigh):-2.8047308314556263 
data(p517):doors(A,morethanfive):0.7957185078575375 
data(p517):persons(A,2):-2.837330710433871 
data(p517):lugboot(A,med):0.6242342201716902 
data(p517):safety(A,low):-2.7316731358479664 
data(p438):buying(A,high):-1.4270324850007425 
data(p438):maint(A,vhigh):-3.1123251366470255 
data(p438):doors(A,2):-1.2622678323726653 
data(p438):persons(A,2):-4.026094507066453 
data(p438):lugboot(A,med):0.2677660788762594 
data(p438):safety(A,high):3.761897564961881 
data(p1318):buying(A,low):2.539897463831948 
data(p1318):maint(A,vhigh):-1.9551441596631052 
data(p1318):doors(A,2):-1.9368689684099758 
data(p1318):persons(A,more):2.1479354666833963 
data(p1318):lugboot(A,med):0.4923245876668951 
data(p1318):safety(A,low):-4.033204920738116 
data(p1370):buying(A,low):3.1293242868621984 
data(p1370):maint(A,vhigh):-2.8146715249173027 
data(p1370):doors(A,4):0.5736096345428234 
data(p1370):persons(A,more):1.9033004552863473 
data(p1370):lugboot(A,small):-2.368059768948602 
data(p1370):safety(A,med):1.4483967058768539 
data(p1395):buying(A,low):2.8516218907446578 
data(p1395):maint(A,vhigh):-2.722965954868167 
data(p1395):doors(A,morethanfive):0.2934629411702299 
data(p1395):persons(A,4):2.8422674216382613 
data(p1395):lugboot(A,big):0.530972557794961 
data(p1395):safety(A,high):3.2310265716239424 
data(p1317):buying(A,low):2.391228561622613 
data(p1317):maint(A,vhigh):-2.2134290565476946 
data(p1317):doors(A,2):-2.931294638792076 
data(p1317):persons(A,more):1.273436011488455 
data(p1317):lugboot(A,small):-2.2925427293621885 
data(p1317):safety(A,high):3.953034384118257 
data(p1542):buying(A,low):1.456338620369419 
data(p1542):maint(A,med):0.8457493488824719 
data(p1542):doors(A,3):0.20145311467193866 
data(p1542):persons(A,2):-4.959105230333028 
data(p1542):lugboot(A,small):-0.5927190620156724 
data(p1542):safety(A,high):3.7599878254924053 
data(p1520):buying(A,low):1.8438921978489724 
data(p1520):maint(A,med):1.0090269784106138 
data(p1520):doors(A,2):-1.2044717772871556 
data(p1520):persons(A,2):-5.056086117231293 
data(p1520):lugboot(A,big):1.9407648484560116 
data(p1520):safety(A,med):2.336888825346675 
data(p183):buying(A,vhigh):-3.893132915432072 
data(p183):maint(A,high):-1.8589968927338607 
data(p183):doors(A,4):0.3106156831955211 
data(p183):persons(A,more):1.8173529348007382 
data(p183):lugboot(A,small):-1.3742291521209242 
data(p183):safety(A,high):3.9735706225180962 
data(p214):buying(A,vhigh):-3.107099546178328 
data(p214):maint(A,high):-1.4906990999531389 
data(p214):doors(A,morethanfive):0.334107702263524 
data(p214):persons(A,more):2.2615910768361647 
data(p214):lugboot(A,big):0.9121775482355577 
data(p214):safety(A,low):-4.040738914991356 
data(p914):buying(A,med):2.6382465383756237 
data(p914):maint(A,vhigh):-2.961183363148032 
data(p914):doors(A,3):-0.13491458988412802 
data(p914):persons(A,more):3.3186970763015444 
data(p914):lugboot(A,med):0.38664393431565625 
data(p914):safety(A,med):1.6407143577349068 
data(p798):buying(A,high):-1.2025107363607246 
data(p798):maint(A,low):1.4316526425779965 
data(p798):doors(A,3):-0.6255802916861017 
data(p798):persons(A,4):2.256295795534933 
data(p798):lugboot(A,med):-0.12442496683460652 
data(p798):safety(A,high):4.353493054056598 
data(p921):buying(A,med):2.3496511997501632 
data(p921):maint(A,vhigh):-1.7424212198503275 
data(p921):doors(A,4):0.48533970323475434 
data(p921):persons(A,2):-4.3591250644758155 
data(p921):lugboot(A,small):-0.5701331151933189 
data(p921):safety(A,high):3.949583299550401 
data(p69):buying(A,vhigh):-2.9552058081555317 
data(p69):maint(A,vhigh):-3.4840051781014076 
data(p69):doors(A,4):0.6229787819398955 
data(p69):persons(A,4):2.177706371042349 
data(p69):lugboot(A,med):0.39229195083989477 
data(p69):safety(A,high):3.6977724019278453 
data(p1454):buying(A,low):2.782339423698669 
data(p1454):maint(A,high):-0.46841539784508573 
data(p1454):doors(A,3):-0.18664492193544893 
data(p1454):persons(A,more):3.1657882134327404 
data(p1454):lugboot(A,med):0.5385674121883826 
data(p1454):safety(A,med):2.1089305377328964 
data(p171):buying(A,vhigh):-3.407992207474667 
data(p171):maint(A,high):-1.7153741092073191 
data(p171):doors(A,4):0.24386514017696853 
data(p171):persons(A,2):-4.286015899297413 
data(p171):lugboot(A,big):0.3843929459023595 
data(p171):safety(A,high):2.6731078393732313 
data(p1534):buying(A,low):1.786405872053852 
data(p1534):maint(A,med):0.882903375290868 
data(p1534):doors(A,2):-2.1824507257594115 
data(p1534):persons(A,more):2.2553672449764672 
data(p1534):lugboot(A,med):0.5096504995996441 
data(p1534):safety(A,low):-4.568834294143878 
data(p79):buying(A,vhigh):-2.255472333595871 
data(p79):maint(A,vhigh):-2.5169241380831333 
data(p79):doors(A,4):0.3367752166282639 
data(p79):persons(A,more):2.1376657021477836 
data(p79):lugboot(A,big):1.0925011090090289 
data(p79):safety(A,low):-3.78510677169366 
data(p1036):buying(A,med):1.3668060217380775 
data(p1036):maint(A,high):-1.1255219921372053 
data(p1036):doors(A,4):0.508694731488577 
data(p1036):persons(A,4):2.4759691456470283 
data(p1036):lugboot(A,small):-1.1057333920872778 
data(p1036):safety(A,low):-4.361489415755418 
data(p600):buying(A,high):-0.04484123286532443 
data(p600):maint(A,high):0.1586415155581075 
data(p600):doors(A,4):0.5312963392676741 
data(p600):persons(A,2):-4.560990969579798 
data(p600):lugboot(A,med):0.5249670981169587 
data(p600):safety(A,high):3.298404151081394 
data(p1338):buying(A,low):2.9434605992254417 
data(p1338):maint(A,vhigh):-2.7935502216766332 
data(p1338):doors(A,3):-0.6242941189392309 
data(p1338):persons(A,4):2.274350126742405 
data(p1338):lugboot(A,med):-0.07113241148653686 
data(p1338):safety(A,high):4.020749406285278 
data(p873):buying(A,med):2.183972293927975 
