data(p140):handicapped_infants(A,y):0.2116940106905232 
data(p239):religious_groups_in_schools(A,n):-0.29468378313572485 
data(p239):anti_satellite_test_ban(A,y):-0.1730052587130008 
data(p239):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p239):immigration(A,y):-0.8667762894425475 
data(p239):synfuels_corporation_cutback(A,n):-1.237230077825897 
data(p239):education_spending(A,n):1.1272549079319247 
data(p239):superfund_right_to_sue(A,n):0.3995917292843046 
data(p239):crime(A,n):0.2316895977635152 
data(p239):duty_free_exports(A,y):0.143674994696682 
data(p410):handicapped_infants(A,n):0.4903268306407184 
data(p410):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p410):budget_resolution(A,n):-0.9950204039213277 
data(p410):physician_fee_freeze(A,y):-4.737194262453752 
data(p410):el_salvador_aid(A,y):-0.2040834197207329 
data(p410):religious_groups_in_schools(A,y):0.19550730477721076 
data(p410):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p410):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p410):mx_missile(A,n):0.11737565376833214 
data(p410):immigration(A,n):0.6393168113251255 
data(p410):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p410):education_spending(A,y):0.8875370208418577 
data(p410):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p410):crime(A,y):0.06110739199597015 
data(p410):duty_free_exports(A,n):-0.3374428063943087 
data(p410):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p146):handicapped_infants(A,n):0.5632777165628992 
data(p146):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p146):budget_resolution(A,y):1.0999473829374782 
data(p146):physician_fee_freeze(A,n):1.7378773060115251 
data(p146):el_salvador_aid(A,n):-0.33015778977168564 
data(p146):religious_groups_in_schools(A,y):0.27675731264612263 
data(p146):anti_satellite_test_ban(A,y):-0.18067498747552727 
data(p146):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p146):mx_missile(A,y):1.7201978198271413 
data(p146):immigration(A,y):-0.7688643152187752 
data(p146):synfuels_corporation_cutback(A,n):-1.3041474045213606 
data(p146):education_spending(A,n):1.2005649468880024 
data(p146):superfund_right_to_sue(A,n):0.39882680251386077 
data(p146):crime(A,y):0.021973200205942588 
data(p146):export_administration_act_south_africa(A,y):-0.37675064348907844 
data(p231):handicapped_infants(A,n):0.4772041190394537 
data(p231):water_project_cost_sharing(A,y):1.8872697852878948 
data(p231):budget_resolution(A,n):-1.0843340277780256 
data(p231):physician_fee_freeze(A,y):-4.8414258216313275 
data(p231):el_salvador_aid(A,y):-0.2040834197207329 
data(p231):religious_groups_in_schools(A,y):0.20464388860477015 
data(p231):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p231):aid_to_nicaraguan_contras(A,n):2.2636301563263572 
data(p231):mx_missile(A,n):0.11069018742596651 
data(p231):immigration(A,n):0.65459688036518 
data(p231):synfuels_corporation_cutback(A,n):-1.2483899347229344 
data(p231):education_spending(A,y):0.891999907242203 
data(p231):superfund_right_to_sue(A,y):-0.13623788542892287 
data(p231):crime(A,y):0.07363422010117832 
data(p231):duty_free_exports(A,n):-0.3049492355053248 
data(p231):export_administration_act_south_africa(A,y):-0.6004191789920922 
data(p300):handicapped_infants(A,n):0.5527512930041774 
data(p300):water_project_cost_sharing(A,y):1.683333934623792 
data(p300):budget_resolution(A,y):1.1814622910537071 
data(p300):physician_fee_freeze(A,n):1.7134459946596026 
data(p300):el_salvador_aid(A,n):-0.34221765832234224 
data(p300):religious_groups_in_schools(A,y):0.285893896473682 
data(p300):anti_satellite_test_ban(A,y):-0.15549318696771544 
data(p300):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p300):mx_missile(A,y):1.740859650601772 
data(p300):immigration(A,y):-0.7584230925429114 
data(p300):synfuels_corporation_cutback(A,n):-1.2622577180036887 
data(p300):education_spending(A,n):1.1750504827938777 
data(p300):superfund_right_to_sue(A,y):-0.03818686212199451 
data(p300):crime(A,y):0.05643093710703051 
data(p300):duty_free_exports(A,y):0.14697443634120377 
data(p300):export_administration_act_south_africa(A,y):-0.4078113613658008 
data(p313):handicapped_infants(A,y):0.09200333225930435 
data(p313):water_project_cost_sharing(A,y):1.6634960498185845 
data(p313):budget_resolution(A,y):1.0596739622111198 
data(p313):physician_fee_freeze(A,n):1.7072183524322138 
data(p313):el_salvador_aid(A,n):-0.3347270195909115 
data(p313):religious_groups_in_schools(A,n):-0.29468378313572485 
data(p313):anti_satellite_test_ban(A,y):-0.1730052587130008 
data(p313):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p313):mx_missile(A,y):1.6924860448075383 
data(p313):immigration(A,y):-0.8825797674055736 
data(p313):synfuels_corporation_cutback(A,n):-1.268552922007783 
data(p313):education_spending(A,n):1.1036975400464508 
data(p313):superfund_right_to_sue(A,n):0.3881230285815877 
data(p313):crime(A,n):0.2316895977635152 
data(p313):duty_free_exports(A,y):0.14133136031787608 
data(p313):export_administration_act_south_africa(A,y):-0.4019693068240829 
data(p43):handicapped_infants(A,y):0.1931903520863101 
data(p43):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p43):budget_resolution(A,y):1.0587661210119517 
data(p43):physician_fee_freeze(A,n):1.6672099885041078 
data(p43):el_salvador_aid(A,n):-0.32035861197316134 
data(p43):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p43):anti_satellite_test_ban(A,y):-0.2165093864856301 
data(p43):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p43):mx_missile(A,y):1.6438894997214972 
data(p43):immigration(A,n):0.6927271693115548 
data(p43):synfuels_corporation_cutback(A,n):-1.2850903430896234 
data(p43):education_spending(A,n):1.1610660192444417 
data(p43):superfund_right_to_sue(A,n):0.43535767073070325 
data(p43):crime(A,n):0.23146444752196652 
data(p43):duty_free_exports(A,n):-0.5408432385924552 
data(p43):export_administration_act_south_africa(A,y):-0.3769883664914608 
data(p161):handicapped_infants(A,n):0.4734962337762044 
data(p161):water_project_cost_sharing(A,y):1.7798631585164257 
data(p161):budget_resolution(A,n):-1.0086303481463381 
data(p161):physician_fee_freeze(A,n):1.7779160175095199 
data(p161):el_salvador_aid(A,y):-0.2040834197207329 
data(p161):religious_groups_in_schools(A,y):0.23045638169668328 
data(p161):anti_satellite_test_ban(A,n):-0.3240517380782032 
data(p161):aid_to_nicaraguan_contras(A,n):2.180878058570261 
data(p161):mx_missile(A,n):0.12020210116160386 
data(p161):immigration(A,n):0.5629745381419395 
data(p161):synfuels_corporation_cutback(A,n):-1.1323976328807486 
data(p161):education_spending(A,y):0.8812573742650981 
data(p161):superfund_right_to_sue(A,y):-0.12910422393503765 
data(p161):crime(A,y):0.07363422010117832 
data(p161):duty_free_exports(A,y):0.25677936164697374 
data(p161):export_administration_act_south_africa(A,y):-0.4278884118340313 
data(p350):handicapped_infants(A,n):0.49447504740884246 
data(p350):water_project_cost_sharing(A,y):1.9922225403043294 
data(p350):budget_resolution(A,y):1.4781912806472113 
data(p350):physician_fee_freeze(A,y):-5.043289924574076 
data(p350):el_salvador_aid(A,y):-0.17955801259727386 
data(p350):religious_groups_in_schools(A,y):0.22222146007557395 
data(p350):anti_satellite_test_ban(A,y):-0.23277568946959717 
data(p350):aid_to_nicaraguan_contras(A,y):0.3923777996519941 
data(p350):mx_missile(A,y):1.7664066955172106 
data(p350):immigration(A,n):0.5788343373761076 
data(p350):synfuels_corporation_cutback(A,n):-1.4134378172894928 
data(p350):education_spending(A,y):0.8189342389048987 
data(p350):superfund_right_to_sue(A,y):-0.11236395486673449 
data(p350):crime(A,y):0.07363422010117832 
data(p350):duty_free_exports(A,n):-0.4341583758374862 
data(p350):export_administration_act_south_africa(A,y):-0.5826629512553053 
data(p404):handicapped_infants(A,n):0.5483267832693455 
data(p404):water_project_cost_sharing(A,y):1.8758921545155751 
data(p404):budget_resolution(A,n):-1.1260565173933792 
data(p404):physician_fee_freeze(A,y):-4.6914784571257275 
data(p404):el_salvador_aid(A,y):-0.19384554590917438 
data(p404):religious_groups_in_schools(A,y):0.23740516165636757 
data(p404):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p404):aid_to_nicaraguan_contras(A,n):2.196303704353736 
data(p404):mx_missile(A,n):0.1316734927441191 
data(p404):immigration(A,y):-0.8272431365372058 
data(p404):synfuels_corporation_cutback(A,n):-1.279887832989396 
data(p404):education_spending(A,y):0.9269807128955795 
data(p404):crime(A,y):0.04664605027372794 
data(p404):duty_free_exports(A,n):-0.32142569752391126 
data(p404):export_administration_act_south_africa(A,n):0.0048819506204680965 
data(p379):handicapped_infants(A,n):0.48708528183628064 
data(p379):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p379):budget_resolution(A,n):-0.9928590506066499 
data(p379):physician_fee_freeze(A,y):-4.875080279291469 
data(p379):el_salvador_aid(A,y):-0.2040834197207329 
data(p379):religious_groups_in_schools(A,y):0.19550730477721076 
data(p379):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p379):aid_to_nicaraguan_contras(A,n):2.273792290081969 
data(p379):mx_missile(A,n):0.11737565376833214 
data(p379):immigration(A,n):0.6376408769915085 
data(p379):synfuels_corporation_cutback(A,n):-1.222720274454973 
data(p379):education_spending(A,y):0.8875370208418577 
data(p379):superfund_right_to_sue(A,y):-0.12956629123711946 
data(p379):crime(A,y):0.06110739199597015 
data(p379):duty_free_exports(A,n):-0.3370882746652618 
data(p379):export_administration_act_south_africa(A,y):-0.5491115807290119 
data(p402):handicapped_infants(A,n):0.5159262522312191 
data(p402):water_project_cost_sharing(A,y):1.9036792828874456 
data(p402):budget_resolution(A,n):-1.3005494660146177 
data(p402):physician_fee_freeze(A,y):-4.546977288807014 
data(p402):el_salvador_aid(A,y):-0.1572632844037192 
data(p402):religious_groups_in_schools(A,y):0.23740516165636757 
data(p402):anti_satellite_test_ban(A,n):-0.291074366906644 
data(p402):aid_to_nicaraguan_contras(A,n):2.1443932182477723 
data(p402):mx_missile(A,n):0.12299963483176297 
data(p402):immigration(A,y):-0.8642316727009495 
data(p402):synfuels_corporation_cutback(A,y):0.6531646185025614 
data(p402):education_spending(A,y):0.9014699325260834 
data(p402):superfund_right_to_sue(A,y):-0.16947230006251887 
data(p402):crime(A,y):0.05969094126509193 
data(p402):duty_free_exports(A,n):-0.289614843610578 
data(p402):export_administration_act_south_africa(A,n):0.025575880733078617 
data(p428):handicapped_infants(A,n):0.5473625858301089 
data(p428):water_project_cost_sharing(A,n):-0.10372505287706005 
data(p428):budget_resolution(A,n):-0.9714157852992789 
data(p428):physician_fee_freeze(A,y):-4.933173897741266 
data(p428):el_salvador_aid(A,y):-0.19384554590917438 
data(p428):religious_groups_in_schools(A,y):0.2282685778288082 
data(p428):anti_satellite_test_ban(A,y):-0.14743136036713386 
data(p428):aid_to_nicaraguan_contras(A,y):0.42876978741878913 
data(p428):mx_missile(A,n):0.1383589590864847 
data(p428):immigration(A,y):-0.6988836925993811 
data(p428):synfuels_corporation_cutback(A,n):-1.2266495994628033 
data(p428):education_spending(A,y):0.9186635342289364 
data(p428):superfund_right_to_sue(A,y):-0.06356041699060691 
data(p428):crime(A,y):0.04716411315988375 
data(p428):duty_free_exports(A,n):-0.4523277121107766 
data(p428):export_administration_act_south_africa(A,y):-0.507428192066908 
data(p251):handicapped_infants(A,n):0.48044566784389164 
data(p251):water_project_cost_sharing(A,y):1.9302686792963242 
data(p251):budget_resolution(A,n):-1.0864953810927032 
data(p251):physician_fee_freeze(A,y):-4.674303739329006 
data(p251):el_salvador_aid(A,y):-0.2040834197207329 
data(p251):religious_groups_in_schools(A,y):0.20464388860477015 
data(p251):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p251):aid_to_nicaraguan_contras(A,n):2.281090006494566 
data(p251):mx_missile(A,n):0.11069018742596651 
data(p251):immigration(A,n):0.656272814698797 
data(p251):synfuels_corporation_cutback(A,n):-1.270532313714763 
data(p251):education_spending(A,y):0.891999907242203 
data(p251):superfund_right_to_sue(A,y):-0.118869064919256 
data(p251):crime(A,y):0.07363422010117832 
data(p251):duty_free_exports(A,n):-0.3053037672343717 
data(p251):export_administration_act_south_africa(A,n):-0.019059477946415618 
data(p361):handicapped_infants(A,y):0.07904199716009916 
data(p361):water_project_cost_sharing(A,n):-0.1678540164445633 
data(p361):budget_resolution(A,y):1.1764886117858961 
data(p361):physician_fee_freeze(A,n):1.7265591086907148 
data(p361):el_salvador_aid(A,n):-0.3154572466051464 
data(p361):religious_groups_in_schools(A,y):0.2619018156432639 
data(p361):anti_satellite_test_ban(A,y):-0.17396063131220038 
data(p361):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p361):mx_missile(A,y):1.6603952412885 
data(p361):immigration(A,y):-0.8266489343910647 
data(p361):synfuels_corporation_cutback(A,n):-1.2275614315081318 
data(p361):education_spending(A,n):1.2009860462372626 
data(p361):superfund_right_to_sue(A,y):-0.04952022045513702 
data(p361):crime(A,n):0.21447286598274926 
data(p361):duty_free_exports(A,n):-0.5704435015111294 
data(p361):export_administration_act_south_africa(A,y):-0.37709080998229466 
data(p380):handicapped_infants(A,n):0.48708528183628064 
data(p380):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p380):budget_resolution(A,n):-0.9928590506066499 
data(p380):physician_fee_freeze(A,y):-4.875080279291469 
data(p380):el_salvador_aid(A,y):-0.2040834197207329 
data(p380):religious_groups_in_schools(A,y):0.19550730477721076 
data(p380):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p380):aid_to_nicaraguan_contras(A,n):2.273792290081969 
data(p380):mx_missile(A,n):0.11737565376833214 
data(p380):immigration(A,n):0.6376408769915085 
data(p380):synfuels_corporation_cutback(A,n):-1.222720274454973 
data(p380):education_spending(A,y):0.8875370208418577 
data(p380):superfund_right_to_sue(A,y):-0.12956629123711946 
data(p380):crime(A,y):0.06110739199597015 
data(p380):duty_free_exports(A,n):-0.3370882746652618 
data(p380):export_administration_act_south_africa(A,y):-0.5491115807290119 
data(p237):handicapped_infants(A,n):0.5045024670385938 
data(p237):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p237):budget_resolution(A,y):1.0303579932936793 
data(p237):physician_fee_freeze(A,n):1.681430468673771 
data(p237):el_salvador_aid(A,n):-0.32166555592080937 
data(p237):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p237):anti_satellite_test_ban(A,y):-0.1827252019081728 
data(p237):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p237):mx_missile(A,y):1.716639614384455 
data(p237):immigration(A,n):0.5654451004949168 
data(p237):synfuels_corporation_cutback(A,n):-1.2646218023402211 
data(p237):education_spending(A,n):1.159868954802927 
data(p237):superfund_right_to_sue(A,n):0.4336037683979003 
data(p237):crime(A,n):0.23182172332940593 
data(p237):duty_free_exports(A,y):0.11819145606065692 
data(p237):export_administration_act_south_africa(A,y):-0.3797393105157116 
data(p434):handicapped_infants(A,n):0.5073460249408787 
data(p434):water_project_cost_sharing(A,n):-0.10789193456157722 
data(p434):budget_resolution(A,n):-0.9672944055323442 
data(p434):physician_fee_freeze(A,y):-4.868946176349916 
data(p434):el_salvador_aid(A,y):-0.2040834197207329 
data(p434):religious_groups_in_schools(A,y):0.2282685778288082 
data(p434):synfuels_corporation_cutback(A,n):-1.2452654479365488 
data(p434):education_spending(A,y):0.8925619486791861 
data(p434):superfund_right_to_sue(A,y):-0.0808099806650264 
data(p434):crime(A,y):0.04716411315988375 
data(p434):duty_free_exports(A,n):-0.4343527427839674 
data(p434):export_administration_act_south_africa(A,y):-0.507428192066908 
data(p364):handicapped_infants(A,y):0.1285903805447355 
data(p364):water_project_cost_sharing(A,y):1.8444184480154757 
data(p364):budget_resolution(A,n):-1.2940020152195446 
data(p364):physician_fee_freeze(A,y):-4.60021471969049 
data(p364):el_salvador_aid(A,y):-0.14127105612921795 
data(p364):religious_groups_in_schools(A,y):0.24932360032886688 
data(p364):anti_satellite_test_ban(A,n):-0.2974739721410089 
data(p364):aid_to_nicaraguan_contras(A,n):2.1691239049541844 
data(p364):mx_missile(A,n):0.1431861666460503 
data(p364):immigration(A,y):-0.9935208054917266 
data(p364):synfuels_corporation_cutback(A,y):0.7133326307185995 
data(p364):education_spending(A,n):1.5306950030123019 
data(p364):superfund_right_to_sue(A,y):-0.1726423968778034 
data(p364):crime(A,n):0.11829657899356992 
data(p364):duty_free_exports(A,n):-0.3163489892461827 
data(p364):export_administration_act_south_africa(A,n):-0.004644694063662101 
data(p148):handicapped_infants(A,n):0.5523701687657524 
