data(p87):a1(A,1):-0.29557053869733513 
data(p68):a43(A,3):0.33901805707518246 
data(p68):a44(A,2):0.25799985010778426 
data(p68):a45(A,2):-0.035824007756201405 
data(p68):a46(A,1):0.0012293088599132076 
data(p68):a47(A,1):-0.1012313045760735 
data(p68):a48(A,1):-0.1336242554767507 
data(p68):a49(A,2):-0.06802968622583416 
data(p68):a50(A,1):0.26950959673703995 
data(p68):a51(A,0):-1.0968642224648244 
data(p68):a52(A,1):-0.5477284683224708 
data(p68):a53(A,3):0.0045266413113589105 
data(p68):a54(A,3):0.0068921072906101685 
data(p68):a55(A,2):-0.693494351875094 
data(p68):a56(A,2):-0.05728162023720627 
data(p68):a57(A,3):-0.0805191627614145 
data(p68):a58(A,2):0.1619432664560462 
data(p68):a59(A,2):-0.038258726995450354 
data(p68):a60(A,2):-0.22622009719367073 
data(p206):a1(A,3):0.31934558856473855 
data(p206):a2(A,2):-0.06951341925774336 
data(p206):a3(A,0):0.07741072854769365 
data(p206):a4(A,1):-0.41600710907700306 
data(p206):a5(A,0):-0.5877036599244355 
data(p206):a6(A,2):0.24456530240580898 
data(p206):a7(A,2):0.05199169765848228 
data(p206):a8(A,2):-0.21737645453953472 
data(p206):a9(A,1):-0.2795550948544035 
data(p206):a10(A,2):0.8165371031984899 
data(p206):a11(A,2):0.3455201575390455 
data(p206):a12(A,1):-0.5470397845057493 
data(p206):a13(A,1):-0.07154902818333 
data(p206):a14(A,0):-0.14436892089501338 
data(p206):a15(A,0):0.47199654775016153 
data(p206):a16(A,0):-0.034181295417547795 
data(p206):a17(A,0):0.11885192210286814 
data(p206):a18(A,0):0.15216385178200395 
data(p206):a19(A,0):0.3258838716860075 
data(p206):a20(A,0):-0.018529734130087065 
data(p206):a21(A,0):-0.8796501993009338 
data(p206):a22(A,1):0.13208256405360908 
data(p206):a23(A,2):0.641076209621377 
data(p206):a24(A,2):0.3412753278166054 
data(p206):a25(A,3):0.002831033364357386 
data(p206):a26(A,3):-0.07713603484510825 
data(p206):a27(A,3):0.2990043375369542 
data(p206):a28(A,3):0.2893894151760657 
data(p206):a29(A,3):0.43681386964847296 
data(p206):a30(A,2):0.13972437142359065 
data(p206):a31(A,3):-0.298996736763224 
data(p206):a32(A,3):-0.21214801068880054 
data(p206):a33(A,2):0.17966863532326913 
data(p206):a34(A,0):0.09947943432921515 
data(p206):a35(A,0):0.5575390001097084 
data(p206):a36(A,0):1.409914269062954 
data(p206):a37(A,0):0.2222761119620024 
data(p206):a38(A,0):-0.33729817906688814 
data(p206):a39(A,1):-0.1100713059707915 
data(p206):a40(A,0):0.24605006865138437 
data(p206):a41(A,0):-0.2270154358412421 
data(p206):a42(A,0):-0.2059268492456822 
data(p206):a43(A,0):-0.1723401248978526 
data(p206):a44(A,1):-0.3129881827271842 
data(p206):a45(A,0):-0.2583791269680439 
data(p206):a46(A,1):0.138011996765955 
data(p206):a47(A,2):-0.1132619286778314 
data(p206):a48(A,2):0.4645158946379636 
data(p206):a49(A,2):-0.023076014454870678 
data(p206):a50(A,2):-0.22601369341218822 
data(p206):a51(A,2):0.9220767751410911 
data(p206):a52(A,2):0.8082056755624544 
data(p206):a53(A,0):-0.026329673047449043 
data(p206):a54(A,0):0.21576169520062827 
data(p206):a55(A,1):0.5178343351715173 
data(p206):a56(A,2):-0.015964626379106613 
data(p206):a57(A,3):-0.09591475402986308 
data(p206):a58(A,3):0.2562679122835617 
data(p206):a59(A,2):0.011783129246818375 
data(p206):a60(A,0):-0.05576912449297745 
data(p54):a1(A,2):0.27067768453083546 
data(p54):a2(A,2):-0.08230507541661526 
data(p54):a3(A,1):0.06663605918692486 
data(p54):a4(A,0):-0.414459061738571 
data(p54):a5(A,0):-0.49213231259861123 
data(p54):a6(A,0):-0.19955800742707674 
data(p54):a7(A,1):0.014756387580077523 
data(p54):a8(A,1):0.254555169025251 
data(p54):a9(A,1):-0.3326220717571757 
data(p54):a10(A,0):-0.8333977477761134 
data(p54):a11(A,0):-0.45828647885060164 
data(p54):a12(A,0):-0.7101448597936364 
data(p54):a13(A,1):-0.1153326815707828 
data(p54):a14(A,1):-0.2013214111963964 
data(p54):a15(A,1):0.5236100211115614 
data(p54):a16(A,1):-0.04512421588481776 
data(p54):a17(A,1):0.011817809984182989 
data(p54):a18(A,1):0.10610788019002229 
data(p54):a19(A,1):0.2290218650288144 
data(p54):a20(A,1):-0.027381092056756335 
data(p54):a21(A,1):-1.0661704212784595 
data(p54):a22(A,1):0.06138473234464456 
data(p54):a23(A,1):-0.9775022150463233 
data(p54):a24(A,2):0.3323580071883663 
data(p54):a25(A,2):-0.002459901971854869 
data(p54):a26(A,2):-0.1069372047373324 
data(p54):a27(A,3):0.3787395908535428 
data(p54):a28(A,3):0.40160864469475 
data(p54):a29(A,2):0.20560829255104426 
data(p54):a30(A,2):0.11955051622783841 
data(p54):a31(A,2):-0.29484716596349053 
data(p54):a32(A,2):-0.17465414738836724 
data(p54):a33(A,1):-0.08450925096250228 
data(p54):a34(A,0):0.08817559107850963 
data(p54):a35(A,0):0.5143730696225989 
data(p54):a36(A,1):0.6624370213815965 
data(p54):a37(A,1):0.11294689626297066 
data(p54):a38(A,2):0.24114952054005026 
data(p54):a39(A,1):-0.13383148879792128 
data(p54):a40(A,1):0.23022603893207325 
data(p54):a41(A,0):-0.2949887454732434 
data(p54):a42(A,2):0.13213916195158612 
data(p54):a43(A,1):-0.26294628094825245 
data(p54):a44(A,2):0.2537610643710926 
data(p54):a45(A,1):-0.31757253608669705 
data(p54):a46(A,0):-0.6716576369274042 
data(p54):a47(A,2):-0.12476457059827727 
data(p54):a48(A,2):0.319857859844761 
data(p54):a49(A,1):0.09983034179328655 
data(p54):a50(A,0):0.33449525897527144 
data(p54):a51(A,0):-1.1726754775836188 
data(p54):a52(A,0):-1.2482525751949205 
data(p54):a53(A,1):0.03220975500486811 
data(p54):a54(A,2):-0.2479068137608019 
data(p54):a55(A,1):0.5064293807844384 
data(p54):a56(A,2):-0.05603312516915643 
data(p54):a57(A,1):0.11660644840768214 
data(p54):a58(A,1):-0.15337872783583162 
data(p54):a59(A,1):-0.11872349201217866 
data(p54):a60(A,3):0.13905483192249082 
data(p148):a1(A,3):0.35656099166641103 
data(p148):a2(A,3):-0.00320331714832141 
data(p148):a3(A,3):-0.05584772908983728 
data(p148):a4(A,3):0.5770866239925329 
data(p148):a5(A,3):0.21609213060325938 
data(p148):a6(A,2):0.13336840681974393 
data(p148):a7(A,3):-0.07624101401775209 
data(p148):a8(A,1):0.3293783570153942 
data(p148):a9(A,3):0.7477981259663657 
data(p148):a10(A,3):0.49140552464119674 
data(p148):a11(A,1):-0.17913991711067878 
data(p148):a12(A,1):-0.412983420674694 
data(p148):a13(A,3):0.08730242874264083 
data(p148):a14(A,3):0.10498337567083453 
data(p148):a15(A,1):0.4961785044798339 
data(p148):a16(A,2):0.3062516359553223 
data(p148):a17(A,2):0.09068169344465109 
data(p148):a18(A,2):-0.11296524434693045 
data(p148):a19(A,3):-0.28711039512139763 
data(p148):a20(A,3):0.0386203944763641 
data(p148):a21(A,1):-0.9022466339699576 
data(p148):a22(A,1):0.10866595962887644 
data(p148):a23(A,2):0.5721357882515824 
data(p148):a24(A,1):-0.3277278101690218 
data(p148):a25(A,2):-0.016132159774306452 
data(p148):a26(A,2):-0.07977910398519314 
data(p148):a27(A,2):0.24887791340186413 
data(p148):a28(A,1):-0.30049759278271426 
data(p148):a29(A,0):-0.30731692599646326 
data(p148):a30(A,2):0.12027708591919858 
data(p148):a31(A,3):-0.34896104895510394 
data(p148):a32(A,3):-0.24542706514587417 
data(p148):a33(A,3):-0.008977399876613466 
data(p148):a34(A,2):-0.08105345906640717 
data(p148):a35(A,1):0.3914469441153879 
data(p148):a36(A,0):1.2762616364455237 
data(p148):a37(A,0):0.18443669264099546 
data(p148):a38(A,2):0.2991147762649586 
data(p148):a39(A,3):0.24837517311471682 
data(p148):a40(A,2):-0.25106438826506977 
data(p148):a41(A,3):0.18902902677719804 
data(p148):a42(A,3):0.13621114377880686 
data(p148):a43(A,3):0.32905096131564576 
data(p148):a44(A,3):0.5026922677741908 
data(p148):a45(A,3):0.5612894420990282 
data(p148):a46(A,3):0.2985952219646394 
data(p148):a47(A,3):0.16203613591494018 
data(p148):a48(A,3):0.513634246499912 
data(p148):a49(A,3):0.0786632366698087 
data(p148):a50(A,3):-0.30951150645663295 
data(p148):a51(A,3):0.9707778389905245 
data(p148):a52(A,3):0.9677210496846292 
data(p148):a53(A,3):0.01404484865429629 
data(p148):a54(A,3):-0.05612399421131728 
data(p148):a55(A,3):-0.5875917641745195 
data(p148):a56(A,3):0.24836696927125088 
data(p148):a57(A,3):-0.07318949723740757 
data(p148):a58(A,3):0.27453406164944294 
data(p148):a59(A,3):0.10201623059030038 
data(p148):a60(A,3):0.16722906510645513 
data(p165):a1(A,1):-0.2654589388466243 
data(p165):a2(A,1):0.11370726706402888 
data(p165):a3(A,1):0.0758440413688102 
data(p165):a4(A,1):-0.31950061939560453 
data(p165):a5(A,2):0.20565461156631462 
data(p165):a6(A,3):0.10605487437174639 
data(p165):a7(A,2):0.08004504525706387 
data(p165):a8(A,2):-0.19706189129827534 
data(p165):a9(A,3):0.7620101775047137 
data(p165):a10(A,3):0.5378233672012068 
data(p165):a11(A,3):0.3519394386513418 
data(p165):a12(A,3):0.5395112833740711 
data(p165):a13(A,3):0.09751914738695339 
data(p165):a14(A,2):0.32380545157936563 
data(p165):a15(A,0):0.5498603731325532 
data(p165):a16(A,0):0.060624990009076105 
data(p165):a17(A,2):0.049771498838011886 
data(p165):a18(A,2):-0.17797431919887444 
data(p165):a19(A,2):-0.3313585566344582 
data(p165):a20(A,2):0.03639562629435925 
data(p165):a21(A,2):0.8446720425897867 
data(p165):a22(A,2):-0.13798480406724567 
data(p165):a23(A,3):1.3025372098768757 
data(p165):a24(A,2):0.34121487157208374 
data(p165):a25(A,1):-0.008693495983742543 
data(p165):a26(A,1):0.011706613795458006 
data(p165):a27(A,0):-0.03895230745968072 
data(p165):a28(A,0):-0.17944154568375004 
data(p165):a29(A,1):-0.3870496662978259 
data(p165):a30(A,3):0.15252276414532726 
data(p165):a31(A,3):-0.43862086494816 
data(p165):a32(A,3):-0.22589846814265127 
data(p165):a33(A,3):0.0034321744307467972 
data(p165):a34(A,3):-0.10039702432832769 
data(p165):a35(A,3):-0.4022144456624356 
data(p165):a36(A,2):-0.4104002622138579 
data(p165):a37(A,0):0.12411351593043028 
data(p165):a38(A,2):0.33455910629218427 
data(p165):a39(A,3):0.2298686624364676 
data(p165):a40(A,3):-0.31009425216859515 
data(p165):a41(A,3):0.17766448160408846 
data(p165):a42(A,3):0.16711465388367494 
data(p165):a43(A,2):0.146485707680271 
data(p165):a44(A,1):-0.2344222125677357 
data(p165):a45(A,3):0.5666397834205691 
data(p165):a46(A,3):0.306138759701019 
data(p165):a47(A,3):0.04355062120188223 
data(p165):a48(A,3):0.4174233735649329 
data(p165):a49(A,3):0.114583021287465 
data(p165):a50(A,3):-0.3981828362928407 
data(p165):a51(A,0):-1.1576441247366522 
data(p165):a52(A,1):-0.49764968023716377 
data(p165):a53(A,0):-0.014989882674691165 
data(p165):a54(A,0):0.2287247501759696 
data(p165):a55(A,2):-0.672104581701293 
data(p165):a56(A,0):0.007861344207556976 
data(p165):a57(A,2):-0.12275551669917092 
data(p165):a58(A,3):0.28270168386921307 
data(p165):a59(A,2):0.0026436714171845493 
data(p165):a60(A,1):0.042479442090902896 
data(p204):a1(A,1):-0.22835604990335617 
data(p204):a2(A,2):-0.067104440437865 
data(p204):a3(A,0):0.06669032752990205 
data(p204):a4(A,0):-0.41807604296796547 
data(p204):a5(A,1):0.05902152884362413 
data(p204):a6(A,3):0.14184713828737483 
data(p204):a7(A,3):-0.06703473730055275 
data(p204):a8(A,2):-0.21336851273192572 
data(p204):a9(A,2):0.7090064102773337 
data(p204):a10(A,2):0.7899366029950408 
data(p204):a11(A,3):0.3787283287940245 
data(p204):a12(A,2):0.6118700386446767 
data(p204):a13(A,1):-0.036003651144657464 
data(p204):a14(A,0):-0.12655701458593233 
data(p204):a15(A,1):0.5306901878046243 
data(p204):a16(A,1):0.02015141045392791 
data(p204):a17(A,1):0.05826969607803087 
data(p204):a18(A,1):0.1696150153601849 
data(p204):a19(A,0):0.3054067114305846 
data(p204):a20(A,0):-0.03711938036265496 
data(p204):a21(A,1):-0.8502755947070432 
data(p204):a22(A,2):-0.09421626066887262 
data(p204):a23(A,2):0.6433030898601032 
data(p204):a24(A,2):0.346599915326655 
data(p204):a25(A,3):0.0066794025761582835 
data(p204):a26(A,3):-0.07844902209739976 
data(p204):a27(A,3):0.3806661622424582 
data(p204):a28(A,3):0.27395948586669 
data(p204):a29(A,2):0.24788302705353257 
data(p204):a30(A,2):0.12936977502957508 
data(p204):a31(A,2):-0.31105536757499563 
data(p204):a32(A,2):-0.13334889839653682 
data(p204):a33(A,2):0.17316135954974637 
data(p204):a34(A,0):0.11722185090377875 
data(p204):a35(A,0):0.5368208623988976 
data(p204):a36(A,0):1.4728213821744338 
data(p204):a37(A,0):0.2222761119620024 
data(p204):a38(A,0):-0.3327791386981618 
data(p204):a39(A,0):-0.5151020900225186 
data(p204):a40(A,0):0.2896940283572208 
data(p204):a41(A,0):-0.25263659833781743 
data(p204):a42(A,0):-0.18595324188245047 
data(p204):a43(A,1):-0.18040291950617424 
data(p204):a44(A,1):-0.2892732471148737 
data(p204):a45(A,0):-0.2523287815741944 
data(p204):a46(A,1):0.10532753346623261 
data(p204):a47(A,2):-0.09206738510385272 
data(p204):a48(A,3):0.5847277986768646 
data(p204):a49(A,3):0.03694672938059627 
data(p204):a50(A,3):-0.3974019889514099 
data(p204):a51(A,2):0.9531904878467728 
data(p204):a52(A,2):0.8364305780946465 
data(p204):a53(A,2):-0.02387121744232333 
data(p204):a54(A,3):-0.09344099136837306 
data(p204):a55(A,0):0.7368013900722105 
data(p204):a56(A,2):0.0017906698700648415 
data(p204):a57(A,2):-0.11039493341527186 
data(p204):a58(A,3):0.263937181895203 
data(p204):a59(A,3):0.05101984935240163 
data(p204):a60(A,3):0.17732338063152464 
data(p155):a1(A,0):-0.4537977418468587 
data(p155):a2(A,0):0.07737955872326786 
data(p155):a3(A,1):0.11787211073598428 
data(p155):a4(A,2):0.21640378096471224 
data(p155):a5(A,2):0.19074162900928918 
data(p155):a6(A,2):0.16235697251858439 
data(p155):a7(A,3):-0.050185365044381945 
data(p155):a8(A,3):-0.32772847562879426 
data(p155):a9(A,3):0.7451219439785066 
data(p155):a10(A,2):0.5828290730099431 
data(p155):a11(A,0):-0.369637086026916 
data(p155):a12(A,0):-0.5453075206653848 
data(p155):a13(A,2):0.25517166397797425 
data(p155):a14(A,2):0.30957316796966133 
data(p155):a15(A,3):-1.044950445136494 
data(p155):a16(A,3):-0.10635773434587609 
data(p155):a17(A,3):-0.14044145345222317 
data(p155):a18(A,3):-0.1265628417918904 
data(p155):a19(A,3):-0.2381364987798016 
data(p155):a20(A,3):0.1018035028127508 
data(p155):a21(A,3):1.313204535763624 
data(p155):a22(A,3):-0.13494017081342435 
data(p155):a23(A,3):1.186430393968216 
data(p155):a24(A,1):-0.32788240200157065 
data(p155):a25(A,0):0.028649669532475705 
data(p155):a26(A,0):0.27546585347070734 
data(p155):a27(A,1):-0.4502570416624 
data(p155):a28(A,2):0.1721769185809635 
data(p155):a29(A,2):0.25270493223964213 
data(p155):a30(A,1):-0.10061933720586246 
data(p155):a31(A,0):0.3348390691660365 
data(p155):a32(A,0):0.09915278601076542 
data(p155):a33(A,1):-0.09721609425106462 
data(p155):a34(A,0):0.10833407244368316 
data(p155):a35(A,0):0.5212864842301129 
data(p155):a36(A,0):1.2759814539180356 
data(p155):a37(A,0):0.11896274840518316 
data(p155):a38(A,0):-0.422990206918782 
data(p155):a39(A,0):-0.39958461495574993 
data(p155):a40(A,0):0.3511693635523087 
data(p155):a41(A,1):-0.16187533444544325 
data(p155):a42(A,1):-0.11877236801989849 
data(p155):a43(A,0):-0.20449814136458194 
data(p155):a44(A,1):-0.2735295448376933 
data(p155):a45(A,2):0.03662453374416403 
data(p155):a46(A,2):0.2207006007727951 
data(p155):a47(A,2):-0.011404969431608616 
data(p155):a48(A,0):-0.8431307366675522 
data(p155):a49(A,1):0.12575613930981683 
data(p155):a50(A,0):0.3383104431117261 
data(p155):a51(A,0):-0.9481343252020477 
data(p155):a52(A,0):-0.911596391635491 
data(p155):a53(A,0):-0.0017719045419292232 
data(p155):a54(A,0):0.2058339859332643 
data(p155):a55(A,0):0.702706565124411 
data(p155):a56(A,0):0.026376906739462927 
data(p155):a57(A,0):0.12707838479731703 
data(p155):a58(A,2):0.23314696096090975 
data(p155):a59(A,0):0.01959621400820298 
data(p155):a60(A,1):-0.012867207433966547 
data(p180):a1(A,3):0.37269823401126406 
data(p180):a2(A,2):-0.09757175557811885 
data(p180):a3(A,2):0.000851660109212007 
data(p180):a4(A,2):0.19345531738433489 
data(p180):a5(A,1):0.06014479642554625 
data(p180):a6(A,3):0.1367310615852484 
data(p180):a7(A,1):0.02715689526097382 
data(p180):a8(A,0):0.31764981716535 
data(p180):a9(A,2):0.6742291656403125 
data(p180):a10(A,2):0.5739005701614165 
data(p180):a11(A,3):0.38823273672457603 
data(p180):a12(A,3):0.579883776536338 
data(p180):a13(A,2):0.2626038585528361 
data(p180):a14(A,3):-0.01492030628548013 
data(p180):a15(A,2):0.09379014551308534 
data(p180):a16(A,1):0.10064925547862187 
data(p180):a17(A,1):0.11235977720784576 
data(p180):a18(A,0):0.20380969240103983 
data(p180):a19(A,1):0.2788059918016248 
data(p180):a20(A,1):-0.038499285625767835 
data(p180):a21(A,2):0.6500425793234129 
data(p180):a22(A,2):-0.08747667710243204 
data(p180):a23(A,2):0.6713189011848041 
data(p180):a24(A,2):0.36670243857288615 
data(p180):a25(A,2):-0.0067258315840351916 
data(p180):a26(A,1):0.0033189068509392764 
data(p180):a27(A,1):-0.503626837650462 
data(p180):a28(A,2):0.13936554730013542 
data(p180):a29(A,3):0.3142997273886722 
data(p180):a30(A,3):0.07466977023665983 
data(p180):a31(A,3):-0.3765947542094152 
data(p180):a32(A,2):-0.14628029505583134 
data(p180):a33(A,2):0.1757589943286674 
data(p180):a34(A,2):-0.10788218882065702 
data(p180):a35(A,1):0.5193125912731037 
data(p180):a36(A,1):0.757107337224697 
data(p180):a37(A,1):0.14184526573955805 
data(p180):a38(A,0):-0.4002375801279912 
data(p180):a39(A,1):-0.1040364240343744 
data(p180):a40(A,2):-0.22793655232576432 
data(p180):a41(A,2):0.2509737380846324 
data(p180):a42(A,3):0.16611754535418066 
data(p180):a43(A,2):0.15056993015455702 
data(p180):a44(A,0):-0.642308275632839 
data(p180):a45(A,1):-0.33690213359654747 
data(p180):a46(A,0):-0.6827203748959975 
data(p180):a47(A,1):-0.02032088568862015 
data(p180):a48(A,2):0.414290492867604 
data(p180):a49(A,2):0.015050525702335376 
data(p180):a50(A,0):0.3288985928424214 
data(p180):a51(A,1):-0.7435285902591108 
data(p180):a52(A,2):0.9545109722851487 
data(p180):a53(A,0):-0.043558622609342984 
data(p180):a54(A,2):-0.25076710778096295 
data(p180):a55(A,0):0.7192655131749878 
data(p180):a56(A,1):-0.14808637609125874 
data(p180):a57(A,2):-0.10694784642308144 
data(p180):a58(A,2):0.23136117734058156 
data(p180):a59(A,1):-0.09846013466730502 
data(p180):a60(A,3):0.16907615126909065 
data(p33):a1(A,1):-0.27274278129231605 
data(p33):a2(A,1):0.04617174180329582 
data(p33):a3(A,0):0.04574222859515966 
data(p33):a4(A,0):-0.43464825364090837 
data(p33):a5(A,0):-0.6006112987230746 
data(p33):a6(A,0):-0.1538287910693148 
data(p33):a7(A,1):0.01948583333324576 
data(p33):a8(A,0):0.3271743232864214 
data(p33):a9(A,0):-1.0702486399026987 
data(p33):a10(A,0):-0.509821052937547 
data(p33):a11(A,0):-0.41033462045378594 
data(p33):a12(A,0):-0.6684563624838203 
data(p33):a13(A,2):0.2082357792470114 
data(p33):a14(A,2):0.31181649072870604 
data(p33):a15(A,3):-0.9985709954512527 
data(p33):a16(A,2):0.22444147611737372 
data(p33):a17(A,2):0.07654355350898051 
data(p33):a18(A,2):-0.15220476483053788 
data(p33):a19(A,2):-0.35669777408335407 
data(p33):a20(A,3):0.06728459195253117 
data(p33):a21(A,3):1.489821983274335 
data(p33):a22(A,1):0.07497827407083645 
data(p33):a23(A,0):-1.0486774077381176 
data(p33):a24(A,1):-0.33433655609359414 
data(p33):a25(A,2):-0.04294000738465683 
data(p33):a26(A,1):-0.01655934172056977 
data(p33):a27(A,0):0.06996364266827282 
data(p33):a28(A,1):-0.2839152042240746 
data(p33):a29(A,1):-0.4483208444753074 
data(p33):a30(A,2):0.15411641330743273 
data(p33):a31(A,1):0.17970292833412785 
data(p33):a32(A,0):0.20620115744864126 
data(p33):a33(A,1):-0.07609655907822255 
data(p33):a34(A,2):-0.10189964550184917 
data(p33):a35(A,2):-0.4004543864651476 
data(p33):a36(A,2):-0.3744603047576162 
data(p33):a37(A,2):0.1569824459540657 
data(p33):a38(A,3):0.3596913045617871 
data(p33):a39(A,3):0.2541342716049744 
data(p33):a40(A,3):-0.2975136866848391 
data(p33):a41(A,2):0.238750138119353 
data(p33):a42(A,1):-0.13572195539560142 
data(p33):a43(A,1):-0.2825995776985454 
data(p33):a44(A,0):-0.5833067080885428 
data(p33):a45(A,1):-0.3286202361937278 
data(p33):a46(A,2):0.16850503097457437 
data(p33):a47(A,0):-0.09616385684176286 
data(p33):a48(A,1):-0.01047917559947261 
data(p33):a49(A,1):0.11719960743132993 
